alpha,attack_type,system,variant,accuracy,seed
0.5,fltrust_aligned,Random,n/a,0.875,49
0.5,fltrust_aligned,Oracle (decoupled),n/a,0.8855999999999999,49
0.5,fltrust_aligned,GRADF,shared (own),0.8567,49
0.5,fltrust_aligned,FedStrategist,b,0.8836999999999999,49
0.5,fltrust_aligned,AdaAggRL,own (gradient-inversion),0.8926000000000001,49
0.5,trim_attack,Random,n/a,0.8573999999999999,49
0.5,trim_attack,Oracle (decoupled),n/a,0.8452,49
0.5,trim_attack,GRADF,shared (own),0.8973000000000001,49
0.5,trim_attack,FedStrategist,b,0.8614,49
0.5,trim_attack,AdaAggRL,own (gradient-inversion),0.8966000000000001,49
0.5,krum_collusion,Random,n/a,0.8572999999999998,49
0.5,krum_collusion,Oracle (decoupled),n/a,0.8901,49
0.5,krum_collusion,GRADF,shared (own),0.8793999999999998,49
0.5,krum_collusion,FedStrategist,b,0.8682000000000001,49
0.5,krum_collusion,AdaAggRL,own (gradient-inversion),0.8968,49
0.5,low_mag_backdoor,Random,n/a,0.8769,49
0.5,low_mag_backdoor,Oracle (decoupled),n/a,0.9026,49
0.5,low_mag_backdoor,GRADF,shared (own),0.891,49
0.5,low_mag_backdoor,FedStrategist,b,0.8894,49
0.5,low_mag_backdoor,AdaAggRL,own (gradient-inversion),0.8873000000000001,49
0.5,sign_flipping,Random,n/a,0.8047000000000001,49
0.5,sign_flipping,Oracle (decoupled),n/a,0.8897,49
0.5,sign_flipping,GRADF,shared (own),0.7725000000000001,49
0.5,sign_flipping,FedStrategist,b,0.8310000000000001,49
0.5,sign_flipping,AdaAggRL,own (gradient-inversion),0.8904,49
0.5,gaussian_noise,Random,n/a,0.8920999999999999,49
0.5,gaussian_noise,Oracle (decoupled),n/a,0.8925000000000001,49
0.5,gaussian_noise,GRADF,shared (own),0.8961,49
0.5,gaussian_noise,FedStrategist,b,0.8017,49
0.5,gaussian_noise,AdaAggRL,own (gradient-inversion),0.8966,49
