alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n
0.05,fltrust_aligned,FedStrategist,0.7551,0.0,0.7551,0.7551,1.0
0.05,gaussian_noise,FedStrategist,0.5499,0.0,0.5499,0.5499,1.0
0.05,krum_collusion,FedStrategist,0.6799999999999999,0.0,0.6799999999999999,0.6799999999999999,1.0
0.05,label_flipping,FedStrategist,0.6826999999999999,0.0,0.6826999999999999,0.6826999999999999,1.0
0.05,low_mag_backdoor,FedStrategist,0.8530999999999999,0.0,0.8530999999999999,0.8530999999999999,1.0
0.05,sign_flipping,FedStrategist,0.5484000000000001,0.0,0.5484000000000001,0.5484000000000001,1.0
0.05,trim_attack,FedStrategist,0.6088,0.0,0.6088,0.6088,1.0
0.1,fltrust_aligned,FedStrategist,0.7801000000000001,0.0,0.7801000000000001,0.7801000000000001,1.0
0.1,gaussian_noise,FedStrategist,0.6292000000000001,0.0,0.6292000000000001,0.6292000000000001,1.0
0.1,krum_collusion,FedStrategist,0.649,0.0,0.649,0.649,1.0
0.1,label_flipping,FedStrategist,0.7321,0.0,0.7321,0.7321,1.0
0.1,low_mag_backdoor,FedStrategist,0.8552,0.0,0.8552,0.8552,1.0
0.1,sign_flipping,FedStrategist,0.6191000000000001,0.0,0.6191000000000001,0.6191000000000001,1.0
0.1,trim_attack,FedStrategist,0.4504,0.0,0.4504,0.4504,1.0
0.5,fltrust_aligned,FedStrategist,0.8846,0.0,0.8846,0.8846,1.0
0.5,gaussian_noise,FedStrategist,0.79,0.0,0.79,0.79,1.0
0.5,krum_collusion,FedStrategist,0.8880000000000001,0.0,0.8880000000000001,0.8880000000000001,1.0
0.5,label_flipping,FedStrategist,0.8835999999999998,0.0,0.8835999999999998,0.8835999999999998,1.0
0.5,low_mag_backdoor,FedStrategist,0.8405999999999999,0.0,0.8405999999999999,0.8405999999999999,1.0
0.5,sign_flipping,FedStrategist,0.8055,0.0,0.8055,0.8055,1.0
0.5,trim_attack,FedStrategist,0.8606,0.0,0.8606,0.8606,1.0
