alpha,attack_type,system,variant,accuracy,seed
0.5,fltrust_aligned,FedStrategist,a,0.8845000000000001,50
0.5,trim_attack,FedStrategist,a,0.8589,50
0.5,krum_collusion,FedStrategist,a,0.8762000000000001,50
0.5,low_mag_backdoor,FedStrategist,a,0.8412,50
0.5,sign_flipping,FedStrategist,a,0.8013,50
0.5,gaussian_noise,FedStrategist,a,0.8016,50
0.5,label_flipping,FedStrategist,a,0.8775000000000001,50
0.1,fltrust_aligned,FedStrategist,a,0.7475999999999999,50
0.1,trim_attack,FedStrategist,a,0.46630000000000005,50
0.1,krum_collusion,FedStrategist,a,0.65,50
0.1,low_mag_backdoor,FedStrategist,a,0.8537999999999999,50
0.1,sign_flipping,FedStrategist,a,0.6083000000000001,50
0.1,gaussian_noise,FedStrategist,a,0.6407,50
0.1,label_flipping,FedStrategist,a,0.7897,50
0.05,fltrust_aligned,FedStrategist,a,0.7396,50
0.05,trim_attack,FedStrategist,a,0.367,50
0.05,krum_collusion,FedStrategist,a,0.6785,50
0.05,low_mag_backdoor,FedStrategist,a,0.7362,50
0.05,sign_flipping,FedStrategist,a,0.5515,50
0.05,gaussian_noise,FedStrategist,a,0.5461,50
0.05,label_flipping,FedStrategist,a,0.722,50
