alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n,best_fixed_rule,best_fixed_rule_accuracy
0.05,fltrust_aligned,AdaAggRL,0.48369999999999996,0.0,0.48369999999999996,0.48369999999999996,1.0,krum,0.89598
0.05,fltrust_aligned,FedStrategist,0.7576,0.0,0.7576,0.7576,1.0,krum,0.89598
0.05,fltrust_aligned,GRADF,0.7706999999999999,0.0,0.7706999999999999,0.7706999999999999,1.0,krum,0.89598
0.05,fltrust_aligned,Oracle (decoupled),0.7712000000000001,0.0,0.7712000000000001,0.7712000000000001,1.0,krum,0.89598
0.05,fltrust_aligned,Random,0.7830999999999999,0.0,0.7830999999999999,0.7830999999999999,1.0,krum,0.89598
0.05,gaussian_noise,AdaAggRL,0.795,0.0,0.795,0.795,1.0,trimmed_mean,0.73821
0.05,gaussian_noise,FedStrategist,0.48319999999999996,0.0,0.48319999999999996,0.48319999999999996,1.0,trimmed_mean,0.73821
0.05,gaussian_noise,GRADF,0.5744,0.0,0.5744,0.5744,1.0,trimmed_mean,0.73821
0.05,gaussian_noise,Oracle (decoupled),0.7621,0.0,0.7621,0.7621,1.0,trimmed_mean,0.73821
0.05,gaussian_noise,Random,0.7110999999999998,0.0,0.7110999999999998,0.7110999999999998,1.0,trimmed_mean,0.73821
0.05,krum_collusion,AdaAggRL,0.7977000000000001,0.0,0.7977000000000001,0.7977000000000001,1.0,fltrust,0.6399
0.05,krum_collusion,FedStrategist,0.6786000000000001,0.0,0.6786000000000001,0.6786000000000001,1.0,fltrust,0.6399
0.05,krum_collusion,GRADF,0.7053999999999999,0.0,0.7053999999999999,0.7053999999999999,1.0,fltrust,0.6399
0.05,krum_collusion,Oracle (decoupled),0.7037,0.0,0.7037,0.7037,1.0,fltrust,0.6399
0.05,krum_collusion,Random,0.6254,0.0,0.6254,0.6254,1.0,fltrust,0.6399
0.05,label_flipping,AdaAggRL,0.5486,0.0,0.5486,0.5486,1.0,fltrust,0.63995
