alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n,best_fixed_rule,best_fixed_rule_accuracy
0.05,fltrust_aligned,FedStrategist,0.7459,0.0,0.7459,0.7459,1.0,krum,0.89598
0.05,gaussian_noise,FedStrategist,0.5715,0.0,0.5715,0.5715,1.0,trimmed_mean,0.73821
0.05,krum_collusion,FedStrategist,0.6851,0.0,0.6851,0.6851,1.0,fltrust,0.6399
0.05,label_flipping,FedStrategist,0.7062999999999999,0.0,0.7062999999999999,0.7062999999999999,1.0,fltrust,0.63995
0.05,low_mag_backdoor,FedStrategist,0.7233999999999999,0.0,0.7233999999999999,0.7233999999999999,1.0,trimmed_mean,0.76468
0.05,sign_flipping,FedStrategist,0.5464,0.0,0.5464,0.5464,1.0,fltrust,0.6482699999999999
0.05,trim_attack,FedStrategist,0.6101,0.0,0.6101,0.6101,1.0,fltrust,0.6490400000000001
0.1,fltrust_aligned,FedStrategist,0.7478,0.0,0.7478,0.7478,1.0,krum,0.89445
0.1,gaussian_noise,FedStrategist,0.6906,0.0,0.6906,0.6906,1.0,trimmed_mean,0.8051900000000002
0.1,krum_collusion,FedStrategist,0.6363000000000001,0.0,0.6363000000000001,0.6363000000000001,1.0,fltrust,0.62514
0.1,label_flipping,FedStrategist,0.7399,0.0,0.7399,0.7399,1.0,fltrust,0.62377
0.1,low_mag_backdoor,FedStrategist,0.8539999999999999,0.0,0.8539999999999999,0.8539999999999999,1.0,trimmed_mean,0.8310599999999999
0.1,sign_flipping,FedStrategist,0.6098,0.0,0.6098,0.6098,1.0,fltrust,0.6227699999999999
0.1,trim_attack,FedStrategist,0.45309999999999995,0.0,0.45309999999999995,0.45309999999999995,1.0,fltrust,0.62287
0.5,fltrust_aligned,FedStrategist,0.8875,0.0,0.8875,0.8875,1.0,median,0.89978
0.5,gaussian_noise,FedStrategist,0.805,0.0,0.805,0.805,1.0,trimmed_mean,0.89474
0.5,krum_collusion,FedStrategist,0.8482,0.0,0.8482,0.8482,1.0,krum,0.88238
0.5,label_flipping,FedStrategist,0.877,0.0,0.877,0.877,1.0,trimmed_mean,0.88595
0.5,low_mag_backdoor,FedStrategist,0.8412,0.0,0.8412,0.8412,1.0,trimmed_mean,0.8985899999999999
0.5,sign_flipping,FedStrategist,0.8035,0.0,0.8035,0.8035,1.0,krum,0.8844100000000001
0.5,trim_attack,FedStrategist,0.857,0.0,0.857,0.857,1.0,trimmed_mean,0.86913
