alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n
0.05,fltrust_aligned,AdaAggRL,0.7327,0.0,0.7327,0.7327,1.0
0.05,fltrust_aligned,FedStrategist,0.7574,0.0,0.7574,0.7574,1.0
0.05,fltrust_aligned,GRADF,0.7622,0.0,0.7622,0.7622,1.0
0.05,fltrust_aligned,Oracle (decoupled),0.7609,0.0,0.7609,0.7609,1.0
0.05,fltrust_aligned,Random,0.7857000000000001,0.0,0.7857000000000001,0.7857000000000001,1.0
0.05,gaussian_noise,AdaAggRL,0.8037000000000001,0.0,0.8037000000000001,0.8037000000000001,1.0
0.05,gaussian_noise,FedStrategist,0.5404,0.0,0.5404,0.5404,1.0
0.05,gaussian_noise,GRADF,0.7293,0.0,0.7293,0.7293,1.0
0.05,gaussian_noise,Oracle (decoupled),0.7601,0.0,0.7601,0.7601,1.0
0.05,gaussian_noise,Random,0.756,0.0,0.756,0.756,1.0
0.05,krum_collusion,AdaAggRL,0.8053000000000001,0.0,0.8053000000000001,0.8053000000000001,1.0
0.05,krum_collusion,FedStrategist,0.6767000000000001,0.0,0.6767000000000001,0.6767000000000001,1.0
0.05,krum_collusion,GRADF,0.301,0.0,0.301,0.301,1.0
0.05,krum_collusion,Oracle (decoupled),0.7086,0.0,0.7086,0.7086,1.0
0.05,krum_collusion,Random,0.6534000000000001,0.0,0.6534000000000001,0.6534000000000001,1.0
0.05,label_flipping,AdaAggRL,0.7194,0.0,0.7194,0.7194,1.0
0.05,label_flipping,FedStrategist,0.4255,0.0,0.4255,0.4255,1.0
0.05,label_flipping,GRADF,0.6205999999999999,0.0,0.6205999999999999,0.6205999999999999,1.0
0.05,label_flipping,Oracle (decoupled),0.6632000000000001,0.0,0.6632000000000001,0.6632000000000001,1.0
0.05,label_flipping,Random,0.6410000000000001,0.0,0.6410000000000001,0.6410000000000001,1.0
0.05,low_mag_backdoor,AdaAggRL,0.8497,0.0,0.8497,0.8497,1.0
0.05,low_mag_backdoor,FedStrategist,0.7293,0.0,0.7293,0.7293,1.0
0.05,low_mag_backdoor,GRADF,0.8515,0.0,0.8515,0.8515,1.0
0.05,low_mag_backdoor,Oracle (decoupled),0.8543,0.0,0.8543,0.8543,1.0
0.05,low_mag_backdoor,Random,0.8395999999999999,0.0,0.8395999999999999,0.8395999999999999,1.0
0.05,sign_flipping,AdaAggRL,0.7396,0.0,0.7396,0.7396,1.0
0.05,sign_flipping,FedStrategist,0.5255000000000001,0.0,0.5255000000000001,0.5255000000000001,1.0
0.05,sign_flipping,GRADF,0.5953999999999999,0.0,0.5953999999999999,0.5953999999999999,1.0
0.05,sign_flipping,Oracle (decoupled),0.6152000000000001,0.0,0.6152000000000001,0.6152000000000001,1.0
0.05,sign_flipping,Random,0.5711,0.0,0.5711,0.5711,1.0
0.05,trim_attack,AdaAggRL,0.8045000000000002,0.0,0.8045000000000002,0.8045000000000002,1.0
0.05,trim_attack,FedStrategist,0.6073999999999999,0.0,0.6073999999999999,0.6073999999999999,1.0
0.05,trim_attack,GRADF,0.2743,0.0,0.2743,0.2743,1.0
0.05,trim_attack,Oracle (decoupled),0.5744,0.0,0.5744,0.5744,1.0
