alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n,best_fixed_rule,best_fixed_rule_accuracy
0.05,fltrust_aligned,Discrete+AdaAggRL-detector,0.7654,0.0,0.7654,0.7654,1.0,krum,0.89598
0.05,gaussian_noise,Discrete+AdaAggRL-detector,0.5772999999999999,0.0,0.5772999999999999,0.5772999999999999,1.0,trimmed_mean,0.73821
0.05,krum_collusion,Discrete+AdaAggRL-detector,0.674,0.0,0.674,0.674,1.0,fltrust,0.6399
0.05,label_flipping,Discrete+AdaAggRL-detector,0.4346,0.0,0.4346,0.4346,1.0,fltrust,0.63995
0.05,low_mag_backdoor,Discrete+AdaAggRL-detector,0.7166999999999999,0.0,0.7166999999999999,0.7166999999999999,1.0,trimmed_mean,0.76468
0.05,sign_flipping,Discrete+AdaAggRL-detector,0.5479,0.0,0.5479,0.5479,1.0,fltrust,0.6482699999999999
0.05,trim_attack,Discrete+AdaAggRL-detector,0.6095999999999999,0.0,0.6095999999999999,0.6095999999999999,1.0,fltrust,0.6490400000000001
0.1,fltrust_aligned,Discrete+AdaAggRL-detector,0.7499,0.0,0.7499,0.7499,1.0,krum,0.89445
0.1,gaussian_noise,Discrete+AdaAggRL-detector,0.6912,0.0,0.6912,0.6912,1.0,trimmed_mean,0.8051900000000002
0.1,krum_collusion,Discrete+AdaAggRL-detector,0.6429,0.0,0.6429,0.6429,1.0,fltrust,0.62514
0.1,label_flipping,Discrete+AdaAggRL-detector,0.7394999999999999,0.0,0.7394999999999999,0.7394999999999999,1.0,fltrust,0.62377
0.1,low_mag_backdoor,Discrete+AdaAggRL-detector,0.8536999999999999,0.0,0.8536999999999999,0.8536999999999999,1.0,trimmed_mean,0.8310599999999999
0.1,sign_flipping,Discrete+AdaAggRL-detector,0.6066,0.0,0.6066,0.6066,1.0,fltrust,0.6227699999999999
0.1,trim_attack,Discrete+AdaAggRL-detector,0.4646,0.0,0.4646,0.4646,1.0,fltrust,0.62287
0.5,fltrust_aligned,Discrete+AdaAggRL-detector,0.8867,0.0,0.8867,0.8867,1.0,median,0.89978
0.5,gaussian_noise,Discrete+AdaAggRL-detector,0.655,0.0,0.655,0.655,1.0,trimmed_mean,0.89474
0.5,krum_collusion,Discrete+AdaAggRL-detector,0.8873,0.0,0.8873,0.8873,1.0,krum,0.88238
0.5,label_flipping,Discrete+AdaAggRL-detector,0.8798,0.0,0.8798,0.8798,1.0,trimmed_mean,0.88595
0.5,low_mag_backdoor,Discrete+AdaAggRL-detector,0.8443999999999999,0.0,0.8443999999999999,0.8443999999999999,1.0,trimmed_mean,0.8985899999999999
0.5,sign_flipping,Discrete+AdaAggRL-detector,0.8297000000000001,0.0,0.8297000000000001,0.8297000000000001,1.0,krum,0.8844100000000001
0.5,trim_attack,Discrete+AdaAggRL-detector,0.8412,0.0,0.8412,0.8412,1.0,trimmed_mean,0.86913
