alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n,best_fixed_rule,best_fixed_rule_accuracy
0.05,fltrust_aligned,Discrete+AdaAggRL-detector,0.7373000000000001,0.0,0.7373000000000001,0.7373000000000001,1.0,krum,0.89598
0.05,gaussian_noise,Discrete+AdaAggRL-detector,0.5701,0.0,0.5701,0.5701,1.0,trimmed_mean,0.73821
0.05,krum_collusion,Discrete+AdaAggRL-detector,0.6689,0.0,0.6689,0.6689,1.0,fltrust,0.6399
0.05,label_flipping,Discrete+AdaAggRL-detector,0.4372,0.0,0.4372,0.4372,1.0,fltrust,0.63995
0.05,low_mag_backdoor,Discrete+AdaAggRL-detector,0.7217,0.0,0.7217,0.7217,1.0,trimmed_mean,0.76468
0.05,sign_flipping,Discrete+AdaAggRL-detector,0.5494000000000001,0.0,0.5494000000000001,0.5494000000000001,1.0,fltrust,0.6482699999999999
0.05,trim_attack,Discrete+AdaAggRL-detector,0.607,0.0,0.607,0.607,1.0,fltrust,0.6490400000000001
0.1,fltrust_aligned,Discrete+AdaAggRL-detector,0.7943000000000001,0.0,0.7943000000000001,0.7943000000000001,1.0,krum,0.89445
0.1,gaussian_noise,Discrete+AdaAggRL-detector,0.6065,0.0,0.6065,0.6065,1.0,trimmed_mean,0.8051900000000002
0.1,krum_collusion,Discrete+AdaAggRL-detector,0.6403,0.0,0.6403,0.6403,1.0,fltrust,0.62514
0.1,label_flipping,Discrete+AdaAggRL-detector,0.7436999999999999,0.0,0.7436999999999999,0.7436999999999999,1.0,fltrust,0.62377
0.1,low_mag_backdoor,Discrete+AdaAggRL-detector,0.8534,0.0,0.8534,0.8534,1.0,trimmed_mean,0.8310599999999999
0.1,sign_flipping,Discrete+AdaAggRL-detector,0.6087,0.0,0.6087,0.6087,1.0,fltrust,0.6227699999999999
0.1,trim_attack,Discrete+AdaAggRL-detector,0.48950000000000005,0.0,0.48950000000000005,0.48950000000000005,1.0,fltrust,0.62287
0.5,fltrust_aligned,Discrete+AdaAggRL-detector,0.8865000000000001,0.0,0.8865000000000001,0.8865000000000001,1.0,median,0.89978
0.5,gaussian_noise,Discrete+AdaAggRL-detector,0.7947000000000001,0.0,0.7947000000000001,0.7947000000000001,1.0,trimmed_mean,0.89474
0.5,krum_collusion,Discrete+AdaAggRL-detector,0.8848,0.0,0.8848,0.8848,1.0,krum,0.88238
0.5,label_flipping,Discrete+AdaAggRL-detector,0.8741,0.0,0.8741,0.8741,1.0,trimmed_mean,0.88595
0.5,low_mag_backdoor,Discrete+AdaAggRL-detector,0.8407,0.0,0.8407,0.8407,1.0,trimmed_mean,0.8985899999999999
0.5,sign_flipping,Discrete+AdaAggRL-detector,0.8277999999999999,0.0,0.8277999999999999,0.8277999999999999,1.0,krum,0.8844100000000001
0.5,trim_attack,Discrete+AdaAggRL-detector,0.8734,0.0,0.8734,0.8734,1.0,trimmed_mean,0.86913
