alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n
0.05,fltrust_aligned,AdaAggRL,0.6321999999999999,0.0,0.6321999999999999,0.6321999999999999,1.0
0.05,fltrust_aligned,FedStrategist,0.7398999999999999,0.0,0.7398999999999999,0.7398999999999999,1.0
0.05,fltrust_aligned,GRADF,0.7718,0.0,0.7718,0.7718,1.0
0.05,fltrust_aligned,Oracle (decoupled),0.7704000000000001,0.0,0.7704000000000001,0.7704000000000001,1.0
0.05,fltrust_aligned,Random,0.7275999999999999,0.0,0.7275999999999999,0.7275999999999999,1.0
0.05,gaussian_noise,AdaAggRL,0.8032,0.0,0.8032,0.8032,1.0
0.05,gaussian_noise,FedStrategist,0.5456000000000001,0.0,0.5456000000000001,0.5456000000000001,1.0
0.05,gaussian_noise,GRADF,0.7624,0.0,0.7624,0.7624,1.0
0.05,gaussian_noise,Oracle (decoupled),0.7688,0.0,0.7688,0.7688,1.0
0.05,gaussian_noise,Random,0.7331,0.0,0.7331,0.7331,1.0
0.05,krum_collusion,AdaAggRL,0.8049,0.0,0.8049,0.8049,1.0
0.05,krum_collusion,FedStrategist,0.6717000000000002,0.0,0.6717000000000002,0.6717000000000002,1.0
0.05,krum_collusion,GRADF,0.6871,0.0,0.6871,0.6871,1.0
0.05,krum_collusion,Oracle (decoupled),0.7013,0.0,0.7013,0.7013,1.0
0.05,krum_collusion,Random,0.5672999999999999,0.0,0.5672999999999999,0.5672999999999999,1.0
0.05,label_flipping,AdaAggRL,0.4295,0.0,0.4295,0.4295,1.0
0.05,label_flipping,FedStrategist,0.7116,0.0,0.7116,0.7116,1.0
0.05,label_flipping,GRADF,0.6729,0.0,0.6729,0.6729,1.0
0.05,label_flipping,Oracle (decoupled),0.6586,0.0,0.6586,0.6586,1.0
0.05,label_flipping,Random,0.6474,0.0,0.6474,0.6474,1.0
0.05,low_mag_backdoor,AdaAggRL,0.7239,0.0,0.7239,0.7239,1.0
0.05,low_mag_backdoor,FedStrategist,0.7194999999999999,0.0,0.7194999999999999,0.7194999999999999,1.0
0.05,low_mag_backdoor,GRADF,0.26330000000000003,0.0,0.26330000000000003,0.26330000000000003,1.0
0.05,low_mag_backdoor,Oracle (decoupled),0.8517999999999999,0.0,0.8517999999999999,0.8517999999999999,1.0
0.05,low_mag_backdoor,Random,0.8352,0.0,0.8352,0.8352,1.0
0.05,sign_flipping,AdaAggRL,0.6395,0.0,0.6395,0.6395,1.0
0.05,sign_flipping,FedStrategist,0.5546,0.0,0.5546,0.5546,1.0
0.05,sign_flipping,GRADF,0.2593,0.0,0.2593,0.2593,1.0
0.05,sign_flipping,Oracle (decoupled),0.6272,0.0,0.6272,0.6272,1.0
0.05,sign_flipping,Random,0.5624,0.0,0.5624,0.5624,1.0
0.05,trim_attack,AdaAggRL,0.7713000000000001,0.0,0.7713000000000001,0.7713000000000001,1.0
0.05,trim_attack,FedStrategist,0.5489,0.0,0.5489,0.5489,1.0
0.05,trim_attack,GRADF,0.5650000000000001,0.0,0.5650000000000001,0.5650000000000001,1.0
0.05,trim_attack,Oracle (decoupled),0.5812999999999999,0.0,0.5812999999999999,0.5812999999999999,1.0
0.05,trim_attack,Random,0.6044,0.0,0.6044,0.6044,1.0
0.1,fltrust_aligned,AdaAggRL,0.7302,0.0,0.7302,0.7302,1.0
0.1,fltrust_aligned,FedStrategist,0.7466000000000002,0.0,0.7466000000000002,0.7466000000000002,1.0
0.1,fltrust_aligned,GRADF,0.7813000000000001,0.0,0.7813000000000001,0.7813000000000001,1.0
0.1,fltrust_aligned,Oracle (decoupled),0.7824000000000001,0.0,0.7824000000000001,0.7824000000000001,1.0
0.1,fltrust_aligned,Random,0.5939,0.0,0.5939,0.5939,1.0
0.1,gaussian_noise,AdaAggRL,0.8398,0.0,0.8398,0.8398,1.0
0.1,gaussian_noise,FedStrategist,0.6491,0.0,0.6491,0.6491,1.0
0.1,gaussian_noise,GRADF,0.6123000000000001,0.0,0.6123000000000001,0.6123000000000001,1.0
0.1,gaussian_noise,Oracle (decoupled),0.7872000000000001,0.0,0.7872000000000001,0.7872000000000001,1.0
0.1,gaussian_noise,Random,0.752,0.0,0.752,0.752,1.0
0.1,krum_collusion,AdaAggRL,0.8386000000000001,0.0,0.8386000000000001,0.8386000000000001,1.0
0.1,krum_collusion,FedStrategist,0.645,0.0,0.645,0.645,1.0
0.1,krum_collusion,GRADF,0.7341,0.0,0.7341,0.7341,1.0
0.1,krum_collusion,Oracle (decoupled),0.7375,0.0,0.7375,0.7375,1.0
0.1,krum_collusion,Random,0.48840000000000006,0.0,0.48840000000000006,0.48840000000000006,1.0
0.1,label_flipping,AdaAggRL,0.6891,0.0,0.6891,0.6891,1.0
0.1,label_flipping,FedStrategist,0.737,0.0,0.737,0.737,1.0
0.1,label_flipping,GRADF,0.5718000000000001,0.0,0.5718000000000001,0.5718000000000001,1.0
0.1,label_flipping,Oracle (decoupled),0.7541,0.0,0.7541,0.7541,1.0
0.1,label_flipping,Random,0.7114,0.0,0.7114,0.7114,1.0
0.1,low_mag_backdoor,AdaAggRL,0.8055,0.0,0.8055,0.8055,1.0
0.1,low_mag_backdoor,FedStrategist,0.8530999999999999,0.0,0.8530999999999999,0.8530999999999999,1.0
0.1,low_mag_backdoor,GRADF,0.8744,0.0,0.8744,0.8744,1.0
0.1,low_mag_backdoor,Oracle (decoupled),0.8526,0.0,0.8526,0.8526,1.0
0.1,low_mag_backdoor,Random,0.8442999999999999,0.0,0.8442999999999999,0.8442999999999999,1.0
0.1,sign_flipping,AdaAggRL,0.7872000000000001,0.0,0.7872000000000001,0.7872000000000001,1.0
0.1,sign_flipping,FedStrategist,0.6969,0.0,0.6969,0.6969,1.0
0.1,sign_flipping,GRADF,0.7529999999999999,0.0,0.7529999999999999,0.7529999999999999,1.0
0.1,sign_flipping,Oracle (decoupled),0.697,0.0,0.697,0.697,1.0
0.1,sign_flipping,Random,0.4683,0.0,0.4683,0.4683,1.0
0.1,trim_attack,AdaAggRL,0.8089000000000001,0.0,0.8089000000000001,0.8089000000000001,1.0
0.1,trim_attack,FedStrategist,0.4636000000000001,0.0,0.4636000000000001,0.4636000000000001,1.0
0.1,trim_attack,GRADF,0.6164999999999999,0.0,0.6164999999999999,0.6164999999999999,1.0
0.1,trim_attack,Oracle (decoupled),0.49479999999999996,0.0,0.49479999999999996,0.49479999999999996,1.0
0.1,trim_attack,Random,0.7089000000000001,0.0,0.7089000000000001,0.7089000000000001,1.0
0.5,fltrust_aligned,AdaAggRL,0.8495999999999999,0.0,0.8495999999999999,0.8495999999999999,1.0
0.5,fltrust_aligned,FedStrategist,0.8839,0.0,0.8839,0.8839,1.0
0.5,fltrust_aligned,GRADF,0.8901,0.0,0.8901,0.8901,1.0
0.5,fltrust_aligned,Oracle (decoupled),0.8775999999999999,0.0,0.8775999999999999,0.8775999999999999,1.0
0.5,fltrust_aligned,Random,0.8864000000000001,0.0,0.8864000000000001,0.8864000000000001,1.0
0.5,gaussian_noise,AdaAggRL,0.8965,0.0,0.8965,0.8965,1.0
0.5,gaussian_noise,FedStrategist,0.8143,0.0,0.8143,0.8143,1.0
0.5,gaussian_noise,GRADF,0.8947999999999998,0.0,0.8947999999999998,0.8947999999999998,1.0
0.5,gaussian_noise,Oracle (decoupled),0.8962999999999999,0.0,0.8962999999999999,0.8962999999999999,1.0
0.5,gaussian_noise,Random,0.8888,0.0,0.8888,0.8888,1.0
0.5,krum_collusion,AdaAggRL,0.8965,0.0,0.8965,0.8965,1.0
0.5,krum_collusion,FedStrategist,0.8767999999999999,0.0,0.8767999999999999,0.8767999999999999,1.0
0.5,krum_collusion,GRADF,0.8812,0.0,0.8812,0.8812,1.0
0.5,krum_collusion,Oracle (decoupled),0.8783999999999998,0.0,0.8783999999999998,0.8783999999999998,1.0
0.5,krum_collusion,Random,0.8808,0.0,0.8808,0.8808,1.0
0.5,label_flipping,AdaAggRL,0.2326,0.0,0.2326,0.2326,1.0
0.5,label_flipping,FedStrategist,0.8789999999999999,0.0,0.8789999999999999,0.8789999999999999,1.0
0.5,label_flipping,GRADF,0.7856,0.0,0.7856,0.7856,1.0
0.5,label_flipping,Oracle (decoupled),0.8936,0.0,0.8936,0.8936,1.0
0.5,label_flipping,Random,0.8811,0.0,0.8811,0.8811,1.0
0.5,low_mag_backdoor,AdaAggRL,0.8682000000000001,0.0,0.8682000000000001,0.8682000000000001,1.0
0.5,low_mag_backdoor,FedStrategist,0.8421,0.0,0.8421,0.8421,1.0
0.5,low_mag_backdoor,GRADF,0.9000000000000001,0.0,0.9000000000000001,0.9000000000000001,1.0
0.5,low_mag_backdoor,Oracle (decoupled),0.9011999999999999,0.0,0.9011999999999999,0.9011999999999999,1.0
0.5,low_mag_backdoor,Random,0.8978999999999999,0.0,0.8978999999999999,0.8978999999999999,1.0
0.5,sign_flipping,AdaAggRL,0.8867,0.0,0.8867,0.8867,1.0
0.5,sign_flipping,FedStrategist,0.8305,0.0,0.8305,0.8305,1.0
0.5,sign_flipping,GRADF,0.8885,0.0,0.8885,0.8885,1.0
0.5,sign_flipping,Oracle (decoupled),0.8888999999999999,0.0,0.8888999999999999,0.8888999999999999,1.0
0.5,sign_flipping,Random,0.8667999999999999,0.0,0.8667999999999999,0.8667999999999999,1.0
0.5,trim_attack,AdaAggRL,0.8962999999999999,0.0,0.8962999999999999,0.8962999999999999,1.0
0.5,trim_attack,FedStrategist,0.8536999999999999,0.0,0.8536999999999999,0.8536999999999999,1.0
0.5,trim_attack,GRADF,0.7343999999999999,0.0,0.7343999999999999,0.7343999999999999,1.0
0.5,trim_attack,Oracle (decoupled),0.8505,0.0,0.8505,0.8505,1.0
0.5,trim_attack,Random,0.8408,0.0,0.8408,0.8408,1.0
