alpha,attack_type,system,variant,accuracy,seed
0.5,fltrust_aligned,FedStrategist,a,0.8867,51
0.5,trim_attack,FedStrategist,a,0.8607999999999999,51
0.5,krum_collusion,FedStrategist,a,0.8766,51
0.5,low_mag_backdoor,FedStrategist,a,0.8962999999999999,51
0.5,sign_flipping,FedStrategist,a,0.8022,51
0.5,gaussian_noise,FedStrategist,a,0.7596,51
0.5,label_flipping,FedStrategist,a,0.8773,51
0.1,fltrust_aligned,FedStrategist,a,0.7479,51
0.1,trim_attack,FedStrategist,a,0.4582,51
0.1,krum_collusion,FedStrategist,a,0.5932999999999999,51
0.1,low_mag_backdoor,FedStrategist,a,0.8507999999999999,51
0.1,sign_flipping,FedStrategist,a,0.6128,51
0.1,gaussian_noise,FedStrategist,a,0.6344,51
0.1,label_flipping,FedStrategist,a,0.7434999999999999,51
0.05,fltrust_aligned,FedStrategist,a,0.741,51
0.05,trim_attack,FedStrategist,a,0.5909,51
0.05,krum_collusion,FedStrategist,a,0.6821,51
0.05,low_mag_backdoor,FedStrategist,a,0.7359,51
0.05,sign_flipping,FedStrategist,a,0.5243,51
0.05,gaussian_noise,FedStrategist,a,0.3987,51
0.05,label_flipping,FedStrategist,a,0.6719000000000002,51
