alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n,best_fixed_rule,best_fixed_rule_accuracy
0.05,fltrust_aligned,Discrete+AdaAggRL-detector,0.7404,0.0,0.7404,0.7404,1.0,krum,0.89598
0.05,gaussian_noise,Discrete+AdaAggRL-detector,0.5456000000000001,0.0,0.5456000000000001,0.5456000000000001,1.0,trimmed_mean,0.73821
0.05,krum_collusion,Discrete+AdaAggRL-detector,0.6857,0.0,0.6857,0.6857,1.0,fltrust,0.6399
0.05,label_flipping,Discrete+AdaAggRL-detector,0.7088,0.0,0.7088,0.7088,1.0,fltrust,0.63995
0.05,low_mag_backdoor,Discrete+AdaAggRL-detector,0.7188999999999999,0.0,0.7188999999999999,0.7188999999999999,1.0,trimmed_mean,0.76468
0.05,sign_flipping,Discrete+AdaAggRL-detector,0.5525000000000001,0.0,0.5525000000000001,0.5525000000000001,1.0,fltrust,0.6482699999999999
0.05,trim_attack,Discrete+AdaAggRL-detector,0.3755,0.0,0.3755,0.3755,1.0,fltrust,0.6490400000000001
0.1,fltrust_aligned,Discrete+AdaAggRL-detector,0.7463,0.0,0.7463,0.7463,1.0,krum,0.89445
0.1,gaussian_noise,Discrete+AdaAggRL-detector,0.6338999999999999,0.0,0.6338999999999999,0.6338999999999999,1.0,trimmed_mean,0.8051900000000002
0.1,krum_collusion,Discrete+AdaAggRL-detector,0.6506000000000001,0.0,0.6506000000000001,0.6506000000000001,1.0,fltrust,0.62514
0.1,label_flipping,Discrete+AdaAggRL-detector,0.7365,0.0,0.7365,0.7365,1.0,fltrust,0.62377
0.1,low_mag_backdoor,Discrete+AdaAggRL-detector,0.8544,0.0,0.8544,0.8544,1.0,trimmed_mean,0.8310599999999999
0.1,sign_flipping,Discrete+AdaAggRL-detector,0.6955,0.0,0.6955,0.6955,1.0,fltrust,0.6227699999999999
0.1,trim_attack,Discrete+AdaAggRL-detector,0.4558,0.0,0.4558,0.4558,1.0,fltrust,0.62287
0.5,fltrust_aligned,Discrete+AdaAggRL-detector,0.8873,0.0,0.8873,0.8873,1.0,median,0.89978
0.5,gaussian_noise,Discrete+AdaAggRL-detector,0.8058,0.0,0.8058,0.8058,1.0,trimmed_mean,0.89474
0.5,krum_collusion,Discrete+AdaAggRL-detector,0.8864000000000001,0.0,0.8864000000000001,0.8864000000000001,1.0,krum,0.88238
0.5,label_flipping,Discrete+AdaAggRL-detector,0.8795,0.0,0.8795,0.8795,1.0,trimmed_mean,0.88595
0.5,low_mag_backdoor,Discrete+AdaAggRL-detector,0.8419999999999999,0.0,0.8419999999999999,0.8419999999999999,1.0,trimmed_mean,0.8985899999999999
0.5,sign_flipping,Discrete+AdaAggRL-detector,0.8282,0.0,0.8282,0.8282,1.0,krum,0.8844100000000001
0.5,trim_attack,Discrete+AdaAggRL-detector,0.8511999999999998,0.0,0.8511999999999998,0.8511999999999998,1.0,trimmed_mean,0.86913
