alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n,best_fixed_rule,best_fixed_rule_accuracy
0.05,fltrust_aligned,Discrete+AdaAggRL-detector,0.7619,0.0,0.7619,0.7619,1.0,krum,0.89598
0.05,gaussian_noise,Discrete+AdaAggRL-detector,0.5778,0.0,0.5778,0.5778,1.0,trimmed_mean,0.73821
0.05,krum_collusion,Discrete+AdaAggRL-detector,0.6747000000000001,0.0,0.6747000000000001,0.6747000000000001,1.0,fltrust,0.6399
0.05,label_flipping,Discrete+AdaAggRL-detector,0.7069,0.0,0.7069,0.7069,1.0,fltrust,0.63995
0.05,low_mag_backdoor,Discrete+AdaAggRL-detector,0.7186999999999999,0.0,0.7186999999999999,0.7186999999999999,1.0,trimmed_mean,0.76468
0.05,sign_flipping,Discrete+AdaAggRL-detector,0.5484000000000001,0.0,0.5484000000000001,0.5484000000000001,1.0,fltrust,0.6482699999999999
0.05,trim_attack,Discrete+AdaAggRL-detector,0.6093,0.0,0.6093,0.6093,1.0,fltrust,0.6490400000000001
0.1,fltrust_aligned,Discrete+AdaAggRL-detector,0.7861,0.0,0.7861,0.7861,1.0,krum,0.89445
0.1,gaussian_noise,Discrete+AdaAggRL-detector,0.6804,0.0,0.6804,0.6804,1.0,trimmed_mean,0.8051900000000002
0.1,krum_collusion,Discrete+AdaAggRL-detector,0.6476,0.0,0.6476,0.6476,1.0,fltrust,0.62514
0.1,label_flipping,Discrete+AdaAggRL-detector,0.742,0.0,0.742,0.742,1.0,fltrust,0.62377
0.1,low_mag_backdoor,Discrete+AdaAggRL-detector,0.8523,0.0,0.8523,0.8523,1.0,trimmed_mean,0.8310599999999999
0.1,sign_flipping,Discrete+AdaAggRL-detector,0.6106999999999999,0.0,0.6106999999999999,0.6106999999999999,1.0,fltrust,0.6227699999999999
0.1,trim_attack,Discrete+AdaAggRL-detector,0.47079999999999994,0.0,0.47079999999999994,0.47079999999999994,1.0,fltrust,0.62287
0.5,fltrust_aligned,Discrete+AdaAggRL-detector,0.8882999999999999,0.0,0.8882999999999999,0.8882999999999999,1.0,median,0.89978
0.5,gaussian_noise,Discrete+AdaAggRL-detector,0.6618,0.0,0.6618,0.6618,1.0,trimmed_mean,0.89474
0.5,krum_collusion,Discrete+AdaAggRL-detector,0.8880000000000001,0.0,0.8880000000000001,0.8880000000000001,1.0,krum,0.88238
0.5,label_flipping,Discrete+AdaAggRL-detector,0.8805999999999999,0.0,0.8805999999999999,0.8805999999999999,1.0,trimmed_mean,0.88595
0.5,low_mag_backdoor,Discrete+AdaAggRL-detector,0.8389999999999999,0.0,0.8389999999999999,0.8389999999999999,1.0,trimmed_mean,0.8985899999999999
0.5,sign_flipping,Discrete+AdaAggRL-detector,0.8289,0.0,0.8289,0.8289,1.0,krum,0.8844100000000001
0.5,trim_attack,Discrete+AdaAggRL-detector,0.8419000000000001,0.0,0.8419000000000001,0.8419000000000001,1.0,trimmed_mean,0.86913
