alpha,attack_type,system,variant,accuracy,seed
0.5,fltrust_aligned,Random,n/a,0.8864000000000001,50
0.5,fltrust_aligned,Oracle (decoupled),n/a,0.8775999999999999,50
0.5,fltrust_aligned,GRADF,shared (own),0.8901,50
0.5,fltrust_aligned,FedStrategist,b,0.8839,50
0.5,fltrust_aligned,AdaAggRL,own (gradient-inversion),0.8495999999999999,50
0.5,trim_attack,Random,n/a,0.8408,50
0.5,trim_attack,Oracle (decoupled),n/a,0.8505,50
0.5,trim_attack,GRADF,shared (own),0.7343999999999999,50
0.5,trim_attack,FedStrategist,b,0.8536999999999999,50
0.5,trim_attack,AdaAggRL,own (gradient-inversion),0.8962999999999999,50
0.5,krum_collusion,Random,n/a,0.8808,50
0.5,krum_collusion,Oracle (decoupled),n/a,0.8783999999999998,50
0.5,krum_collusion,GRADF,shared (own),0.8812,50
0.5,krum_collusion,FedStrategist,b,0.8767999999999999,50
0.5,krum_collusion,AdaAggRL,own (gradient-inversion),0.8965,50
0.5,low_mag_backdoor,Random,n/a,0.8978999999999999,50
0.5,low_mag_backdoor,Oracle (decoupled),n/a,0.9011999999999999,50
0.5,low_mag_backdoor,GRADF,shared (own),0.9000000000000001,50
0.5,low_mag_backdoor,FedStrategist,b,0.8421,50
0.5,low_mag_backdoor,AdaAggRL,own (gradient-inversion),0.8682000000000001,50
0.5,sign_flipping,Random,n/a,0.8667999999999999,50
0.5,sign_flipping,Oracle (decoupled),n/a,0.8888999999999999,50
0.5,sign_flipping,GRADF,shared (own),0.8885,50
0.5,sign_flipping,FedStrategist,b,0.8305,50
0.5,sign_flipping,AdaAggRL,own (gradient-inversion),0.8867,50
0.5,gaussian_noise,Random,n/a,0.8888,50
0.5,gaussian_noise,Oracle (decoupled),n/a,0.8962999999999999,50
0.5,gaussian_noise,GRADF,shared (own),0.8947999999999998,50
0.5,gaussian_noise,FedStrategist,b,0.8143,50
0.5,gaussian_noise,AdaAggRL,own (gradient-inversion),0.8965,50
0.5,label_flipping,Random,n/a,0.8811,50
0.5,label_flipping,Oracle (decoupled),n/a,0.8936,50
0.5,label_flipping,GRADF,shared (own),0.7856,50
