alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n,best_fixed_rule,best_fixed_rule_accuracy
0.05,fltrust_aligned,FedStrategist,0.7603,0.0,0.7603,0.7603,1.0,krum,0.89598
0.05,gaussian_noise,FedStrategist,0.48629999999999995,0.0,0.48629999999999995,0.48629999999999995,1.0,trimmed_mean,0.73821
0.05,krum_collusion,FedStrategist,0.6825,0.0,0.6825,0.6825,1.0,fltrust,0.6399
0.05,label_flipping,FedStrategist,0.671,0.0,0.671,0.671,1.0,fltrust,0.63995
0.05,low_mag_backdoor,FedStrategist,0.7230000000000001,0.0,0.7230000000000001,0.7230000000000001,1.0,trimmed_mean,0.76468
0.05,sign_flipping,FedStrategist,0.5537000000000001,0.0,0.5537000000000001,0.5537000000000001,1.0,fltrust,0.6482699999999999
0.05,trim_attack,FedStrategist,0.6093,0.0,0.6093,0.6093,1.0,fltrust,0.6490400000000001
0.1,fltrust_aligned,FedStrategist,0.7506999999999999,0.0,0.7506999999999999,0.7506999999999999,1.0,krum,0.89445
0.1,gaussian_noise,FedStrategist,0.6247,0.0,0.6247,0.6247,1.0,trimmed_mean,0.8051900000000002
0.1,krum_collusion,FedStrategist,0.6224000000000001,0.0,0.6224000000000001,0.6224000000000001,1.0,fltrust,0.62514
0.1,label_flipping,FedStrategist,0.7415,0.0,0.7415,0.7415,1.0,fltrust,0.62377
0.1,low_mag_backdoor,FedStrategist,0.8074999999999999,0.0,0.8074999999999999,0.8074999999999999,1.0,trimmed_mean,0.8310599999999999
0.1,sign_flipping,FedStrategist,0.6103,0.0,0.6103,0.6103,1.0,fltrust,0.6227699999999999
0.1,trim_attack,FedStrategist,0.4641,0.0,0.4641,0.4641,1.0,fltrust,0.62287
0.5,fltrust_aligned,FedStrategist,0.8834,0.0,0.8834,0.8834,1.0,median,0.89978
0.5,gaussian_noise,FedStrategist,0.8014000000000001,0.0,0.8014000000000001,0.8014000000000001,1.0,trimmed_mean,0.89474
0.5,krum_collusion,FedStrategist,0.8871,0.0,0.8871,0.8871,1.0,krum,0.88238
0.5,label_flipping,FedStrategist,0.8773,0.0,0.8773,0.8773,1.0,trimmed_mean,0.88595
0.5,low_mag_backdoor,FedStrategist,0.8424999999999999,0.0,0.8424999999999999,0.8424999999999999,1.0,trimmed_mean,0.8985899999999999
0.5,sign_flipping,FedStrategist,0.8039,0.0,0.8039,0.8039,1.0,krum,0.8844100000000001
0.5,trim_attack,FedStrategist,0.8637,0.0,0.8637,0.8637,1.0,trimmed_mean,0.86913
