alpha,attack_type,system,variant,accuracy,seed
0.5,fltrust_aligned,FedStrategist,a,0.8875,44
0.5,trim_attack,FedStrategist,a,0.857,44
0.5,krum_collusion,FedStrategist,a,0.8482,44
0.5,low_mag_backdoor,FedStrategist,a,0.8412,44
0.5,sign_flipping,FedStrategist,a,0.8035,44
0.5,gaussian_noise,FedStrategist,a,0.805,44
0.5,label_flipping,FedStrategist,a,0.877,44
0.1,fltrust_aligned,FedStrategist,a,0.7478,44
0.1,trim_attack,FedStrategist,a,0.45309999999999995,44
0.1,krum_collusion,FedStrategist,a,0.6363000000000001,44
0.1,low_mag_backdoor,FedStrategist,a,0.8539999999999999,44
0.1,sign_flipping,FedStrategist,a,0.6098,44
0.1,gaussian_noise,FedStrategist,a,0.6906,44
0.1,label_flipping,FedStrategist,a,0.7399,44
0.05,fltrust_aligned,FedStrategist,a,0.7459,44
0.05,trim_attack,FedStrategist,a,0.6101,44
0.05,krum_collusion,FedStrategist,a,0.6851,44
0.05,low_mag_backdoor,FedStrategist,a,0.7233999999999999,44
0.05,sign_flipping,FedStrategist,a,0.5464,44
0.05,gaussian_noise,FedStrategist,a,0.5715,44
0.05,label_flipping,FedStrategist,a,0.7062999999999999,44
