system,mean_diff,p_value,cohens_d,n,attack_type
FedStrategist(a),-0.002613333333333323,0.748165711477928,-0.10469523825674848,10,fltrust_aligned
FedStrategist(a),-0.15355000000000002,2.5638446056378292e-08,-5.620625851011987,10,gaussian_noise
FedStrategist(a),0.011603333333333332,0.35595957967152225,0.3077011683100501,10,krum_collusion
FedStrategist(a),0.00911666666666664,0.3126831685972909,0.33820919374803043,10,label_flipping
FedStrategist(a),-0.035966666666666716,0.00512860589878786,-1.1615954747438737,10,low_mag_backdoor
FedStrategist(a),-0.0328833333333333,0.028225150862900724,-0.8256657889552695,10,sign_flipping
FedStrategist(a),-0.08057666666666669,0.00042138311055496,-1.7142161936198506,10,trim_attack
