alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n,best_fixed_rule,best_fixed_rule_accuracy
0.05,sign_flipping,FedStrategist,0.5502,0.0,0.5502,0.5502,1.0,fltrust,0.6482699999999999
0.05,sign_flipping,GRADF,0.5582999999999999,0.0,0.5582999999999999,0.5582999999999999,1.0,fltrust,0.6482699999999999
0.05,sign_flipping,Oracle (decoupled),0.629,0.0,0.629,0.629,1.0,fltrust,0.6482699999999999
0.05,sign_flipping,Random,0.566,0.0,0.566,0.566,1.0,fltrust,0.6482699999999999
0.05,trim_attack,AdaAggRL,0.8029999999999999,0.0,0.8029999999999999,0.8029999999999999,1.0,fltrust,0.6490400000000001
0.05,trim_attack,FedStrategist,0.6081,0.0,0.6081,0.6081,1.0,fltrust,0.6490400000000001
0.05,trim_attack,GRADF,0.7958000000000001,0.0,0.7958000000000001,0.7958000000000001,1.0,fltrust,0.6490400000000001
0.05,trim_attack,Oracle (decoupled),0.46299999999999997,0.0,0.46299999999999997,0.46299999999999997,1.0,fltrust,0.6490400000000001
0.05,trim_attack,Random,0.7209,0.0,0.7209,0.7209,1.0,fltrust,0.6490400000000001
0.1,fltrust_aligned,AdaAggRL,0.7973000000000001,0.0,0.7973000000000001,0.7973000000000001,1.0,krum,0.89445
0.1,fltrust_aligned,FedStrategist,0.7491999999999999,0.0,0.7491999999999999,0.7491999999999999,1.0,krum,0.89445
0.1,fltrust_aligned,GRADF,0.8239000000000001,0.0,0.8239000000000001,0.8239000000000001,1.0,krum,0.89445
0.1,fltrust_aligned,Oracle (decoupled),0.7929,0.0,0.7929,0.7929,1.0,krum,0.89445
0.1,fltrust_aligned,Random,0.8192,0.0,0.8192,0.8192,1.0,krum,0.89445
0.1,gaussian_noise,AdaAggRL,0.8413999999999999,0.0,0.8413999999999999,0.8413999999999999,1.0,trimmed_mean,0.8051900000000002
0.1,gaussian_noise,FedStrategist,0.683,0.0,0.683,0.683,1.0,trimmed_mean,0.8051900000000002
0.1,gaussian_noise,GRADF,0.7847000000000001,0.0,0.7847000000000001,0.7847000000000001,1.0,trimmed_mean,0.8051900000000002
0.1,gaussian_noise,Oracle (decoupled),0.7835,0.0,0.7835,0.7835,1.0,trimmed_mean,0.8051900000000002
0.1,gaussian_noise,Random,0.8012,0.0,0.8012,0.8012,1.0,trimmed_mean,0.8051900000000002
0.1,krum_collusion,AdaAggRL,0.8423999999999999,0.0,0.8423999999999999,0.8423999999999999,1.0,fltrust,0.62514
0.1,krum_collusion,FedStrategist,0.6311000000000001,0.0,0.6311000000000001,0.6311000000000001,1.0,fltrust,0.62514
0.1,krum_collusion,GRADF,0.4899,0.0,0.4899,0.4899,1.0,fltrust,0.62514
0.1,krum_collusion,Oracle (decoupled),0.7457,0.0,0.7457,0.7457,1.0,fltrust,0.62514
0.1,krum_collusion,Random,0.6605000000000001,0.0,0.6605000000000001,0.6605000000000001,1.0,fltrust,0.62514
0.1,label_flipping,AdaAggRL,0.6811,0.0,0.6811,0.6811,1.0,fltrust,0.62377
0.1,label_flipping,FedStrategist,0.7407,0.0,0.7407,0.7407,1.0,fltrust,0.62377
0.1,label_flipping,GRADF,0.7541,0.0,0.7541,0.7541,1.0,fltrust,0.62377
0.1,label_flipping,Oracle (decoupled),0.7453000000000001,0.0,0.7453000000000001,0.7453000000000001,1.0,fltrust,0.62377
0.1,label_flipping,Random,0.7245,0.0,0.7245,0.7245,1.0,fltrust,0.62377
0.1,low_mag_backdoor,AdaAggRL,0.817,0.0,0.817,0.817,1.0,trimmed_mean,0.8310599999999999
0.1,low_mag_backdoor,FedStrategist,0.8539999999999999,0.0,0.8539999999999999,0.8539999999999999,1.0,trimmed_mean,0.8310599999999999
0.1,low_mag_backdoor,GRADF,0.7169,0.0,0.7169,0.7169,1.0,trimmed_mean,0.8310599999999999
0.1,low_mag_backdoor,Oracle (decoupled),0.8634999999999999,0.0,0.8634999999999999,0.8634999999999999,1.0,trimmed_mean,0.8310599999999999
0.1,low_mag_backdoor,Random,0.8765000000000001,0.0,0.8765000000000001,0.8765000000000001,1.0,trimmed_mean,0.8310599999999999
0.1,sign_flipping,AdaAggRL,0.8195,0.0,0.8195,0.8195,1.0,fltrust,0.6227699999999999
0.1,sign_flipping,FedStrategist,0.6085,0.0,0.6085,0.6085,1.0,fltrust,0.6227699999999999
0.1,sign_flipping,GRADF,0.4908,0.0,0.4908,0.4908,1.0,fltrust,0.6227699999999999
0.1,sign_flipping,Oracle (decoupled),0.7116,0.0,0.7116,0.7116,1.0,fltrust,0.6227699999999999
0.1,sign_flipping,Random,0.6283,0.0,0.6283,0.6283,1.0,fltrust,0.6227699999999999
0.1,trim_attack,AdaAggRL,0.8371999999999999,0.0,0.8371999999999999,0.8371999999999999,1.0,fltrust,0.62287
0.1,trim_attack,FedStrategist,0.4683999999999999,0.0,0.4683999999999999,0.4683999999999999,1.0,fltrust,0.62287
0.1,trim_attack,GRADF,0.8335000000000001,0.0,0.8335000000000001,0.8335000000000001,1.0,fltrust,0.62287
0.1,trim_attack,Oracle (decoupled),0.5248,0.0,0.5248,0.5248,1.0,fltrust,0.62287
0.1,trim_attack,Random,0.6047,0.0,0.6047,0.6047,1.0,fltrust,0.62287
0.5,fltrust_aligned,AdaAggRL,0.8947999999999998,0.0,0.8947999999999998,0.8947999999999998,1.0,median,0.89978
0.5,fltrust_aligned,FedStrategist,0.8868,0.0,0.8868,0.8868,1.0,median,0.89978
0.5,fltrust_aligned,GRADF,0.8843,0.0,0.8843,0.8843,1.0,median,0.89978
0.5,fltrust_aligned,Oracle (decoupled),0.8676,0.0,0.8676,0.8676,1.0,median,0.89978
0.5,fltrust_aligned,Random,0.8907999999999999,0.0,0.8907999999999999,0.8907999999999999,1.0,median,0.89978
0.5,gaussian_noise,AdaAggRL,0.8964000000000001,0.0,0.8964000000000001,0.8964000000000001,1.0,trimmed_mean,0.89474
0.5,gaussian_noise,FedStrategist,0.6542000000000001,0.0,0.6542000000000001,0.6542000000000001,1.0,trimmed_mean,0.89474
0.5,gaussian_noise,GRADF,0.8869,0.0,0.8869,0.8869,1.0,trimmed_mean,0.89474
0.5,gaussian_noise,Oracle (decoupled),0.8941000000000001,0.0,0.8941000000000001,0.8941000000000001,1.0,trimmed_mean,0.89474
0.5,gaussian_noise,Random,0.8923,0.0,0.8923,0.8923,1.0,trimmed_mean,0.89474
0.5,krum_collusion,AdaAggRL,0.8966000000000001,0.0,0.8966000000000001,0.8966000000000001,1.0,krum,0.88238
0.5,krum_collusion,FedStrategist,0.8785999999999999,0.0,0.8785999999999999,0.8785999999999999,1.0,krum,0.88238
0.5,krum_collusion,GRADF,0.7916000000000001,0.0,0.7916000000000001,0.7916000000000001,1.0,krum,0.88238
0.5,krum_collusion,Oracle (decoupled),0.8768,0.0,0.8768,0.8768,1.0,krum,0.88238
0.5,krum_collusion,Random,0.8799999999999999,0.0,0.8799999999999999,0.8799999999999999,1.0,krum,0.88238
0.5,label_flipping,AdaAggRL,0.6904,0.0,0.6904,0.6904,1.0,trimmed_mean,0.88595
0.5,label_flipping,FedStrategist,0.8798999999999999,0.0,0.8798999999999999,0.8798999999999999,1.0,trimmed_mean,0.88595
0.5,label_flipping,GRADF,0.7907,0.0,0.7907,0.7907,1.0,trimmed_mean,0.88595
0.5,label_flipping,Oracle (decoupled),0.8958,0.0,0.8958,0.8958,1.0,trimmed_mean,0.88595
0.5,label_flipping,Random,0.8693,0.0,0.8693,0.8693,1.0,trimmed_mean,0.88595
0.5,low_mag_backdoor,AdaAggRL,0.9018,0.0,0.9018,0.9018,1.0,trimmed_mean,0.8985899999999999
0.5,low_mag_backdoor,FedStrategist,0.841,0.0,0.841,0.841,1.0,trimmed_mean,0.8985899999999999
0.5,low_mag_backdoor,GRADF,0.8925000000000001,0.0,0.8925000000000001,0.8925000000000001,1.0,trimmed_mean,0.8985899999999999
0.5,low_mag_backdoor,Oracle (decoupled),0.9053000000000001,0.0,0.9053000000000001,0.9053000000000001,1.0,trimmed_mean,0.8985899999999999
0.5,low_mag_backdoor,Random,0.9016,0.0,0.9016,0.9016,1.0,trimmed_mean,0.8985899999999999
0.5,sign_flipping,AdaAggRL,0.8916000000000001,0.0,0.8916000000000001,0.8916000000000001,1.0,krum,0.8844100000000001
0.5,sign_flipping,FedStrategist,0.8285,0.0,0.8285,0.8285,1.0,krum,0.8844100000000001
0.5,sign_flipping,GRADF,0.8895,0.0,0.8895,0.8895,1.0,krum,0.8844100000000001
0.5,sign_flipping,Oracle (decoupled),0.8893000000000001,0.0,0.8893000000000001,0.8893000000000001,1.0,krum,0.8844100000000001
0.5,sign_flipping,Random,0.834,0.0,0.834,0.834,1.0,krum,0.8844100000000001
0.5,trim_attack,AdaAggRL,0.8963000000000001,0.0,0.8963000000000001,0.8963000000000001,1.0,trimmed_mean,0.86913
0.5,trim_attack,FedStrategist,0.8628,0.0,0.8628,0.8628,1.0,trimmed_mean,0.86913
0.5,trim_attack,GRADF,0.7513,0.0,0.7513,0.7513,1.0,trimmed_mean,0.86913
0.5,trim_attack,Oracle (decoupled),0.8422999999999998,0.0,0.8422999999999998,0.8422999999999998,1.0,trimmed_mean,0.86913
0.5,trim_attack,Random,0.8718,0.0,0.8718,0.8718,1.0,trimmed_mean,0.86913
