alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n
0.05,fltrust_aligned,FedStrategist,0.7306999999999999,0.0,0.7306999999999999,0.7306999999999999,1.0
0.05,gaussian_noise,FedStrategist,0.488,0.0,0.488,0.488,1.0
0.05,krum_collusion,FedStrategist,0.62,0.0,0.62,0.62,1.0
0.05,label_flipping,FedStrategist,0.44519999999999993,0.0,0.44519999999999993,0.44519999999999993,1.0
0.05,low_mag_backdoor,FedStrategist,0.8337,0.0,0.8337,0.8337,1.0
0.05,sign_flipping,FedStrategist,0.5494,0.0,0.5494,0.5494,1.0
0.05,trim_attack,FedStrategist,0.6106999999999999,0.0,0.6106999999999999,0.6106999999999999,1.0
0.1,fltrust_aligned,FedStrategist,0.7823,0.0,0.7823,0.7823,1.0
0.1,gaussian_noise,FedStrategist,0.7329,0.0,0.7329,0.7329,1.0
0.1,krum_collusion,FedStrategist,0.613,0.0,0.613,0.613,1.0
0.1,label_flipping,FedStrategist,0.7933,0.0,0.7933,0.7933,1.0
0.1,low_mag_backdoor,FedStrategist,0.8529,0.0,0.8529,0.8529,1.0
0.1,sign_flipping,FedStrategist,0.6063999999999999,0.0,0.6063999999999999,0.6063999999999999,1.0
0.1,trim_attack,FedStrategist,0.6186,0.0,0.6186,0.6186,1.0
0.5,fltrust_aligned,FedStrategist,0.8837999999999999,0.0,0.8837999999999999,0.8837999999999999,1.0
0.5,gaussian_noise,FedStrategist,0.8051,0.0,0.8051,0.8051,1.0
0.5,krum_collusion,FedStrategist,0.8189,0.0,0.8189,0.8189,1.0
0.5,label_flipping,FedStrategist,0.884,0.0,0.884,0.884,1.0
0.5,low_mag_backdoor,FedStrategist,0.843,0.0,0.843,0.843,1.0
0.5,sign_flipping,FedStrategist,0.8070999999999999,0.0,0.8070999999999999,0.8070999999999999,1.0
0.5,trim_attack,FedStrategist,0.8579999999999999,0.0,0.8579999999999999,0.8579999999999999,1.0
