alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n,best_fixed_rule,best_fixed_rule_accuracy
0.05,fltrust_aligned,AdaAggRL,0.5955,0.0,0.5955,0.5955,1.0,krum,0.89598
0.05,fltrust_aligned,FedStrategist,0.7627999999999999,0.0,0.7627999999999999,0.7627999999999999,1.0,krum,0.89598
0.05,fltrust_aligned,GRADF,0.7657,0.0,0.7657,0.7657,1.0,krum,0.89598
0.05,fltrust_aligned,Oracle (decoupled),0.7691000000000001,0.0,0.7691000000000001,0.7691000000000001,1.0,krum,0.89598
0.05,fltrust_aligned,Random,0.7510000000000001,0.0,0.7510000000000001,0.7510000000000001,1.0,krum,0.89598
0.05,gaussian_noise,AdaAggRL,0.8037000000000001,0.0,0.8037000000000001,0.8037000000000001,1.0,trimmed_mean,0.73821
0.05,gaussian_noise,FedStrategist,0.4607,0.0,0.4607,0.4607,1.0,trimmed_mean,0.73821
0.05,gaussian_noise,GRADF,0.7535000000000001,0.0,0.7535000000000001,0.7535000000000001,1.0,trimmed_mean,0.73821
0.05,gaussian_noise,Oracle (decoupled),0.7585000000000001,0.0,0.7585000000000001,0.7585000000000001,1.0,trimmed_mean,0.73821
0.05,gaussian_noise,Random,0.7351,0.0,0.7351,0.7351,1.0,trimmed_mean,0.73821
0.05,krum_collusion,AdaAggRL,0.8047000000000001,0.0,0.8047000000000001,0.8047000000000001,1.0,fltrust,0.6399
0.05,krum_collusion,FedStrategist,0.6610000000000001,0.0,0.6610000000000001,0.6610000000000001,1.0,fltrust,0.6399
0.05,krum_collusion,GRADF,0.5855999999999999,0.0,0.5855999999999999,0.5855999999999999,1.0,fltrust,0.6399
0.05,krum_collusion,Oracle (decoupled),0.7031,0.0,0.7031,0.7031,1.0,fltrust,0.6399
0.05,krum_collusion,Random,0.6176,0.0,0.6176,0.6176,1.0,fltrust,0.6399
0.05,label_flipping,AdaAggRL,0.47879999999999995,0.0,0.47879999999999995,0.47879999999999995,1.0,fltrust,0.63995
0.05,label_flipping,FedStrategist,0.6706999999999999,0.0,0.6706999999999999,0.6706999999999999,1.0,fltrust,0.63995
0.05,label_flipping,GRADF,0.6168,0.0,0.6168,0.6168,1.0,fltrust,0.63995
0.05,label_flipping,Oracle (decoupled),0.6651,0.0,0.6651,0.6651,1.0,fltrust,0.63995
0.05,label_flipping,Random,0.6323000000000001,0.0,0.6323000000000001,0.6323000000000001,1.0,fltrust,0.63995
0.05,low_mag_backdoor,AdaAggRL,0.7868,0.0,0.7868,0.7868,1.0,trimmed_mean,0.76468
0.05,low_mag_backdoor,FedStrategist,0.7188,0.0,0.7188,0.7188,1.0,trimmed_mean,0.76468
0.05,low_mag_backdoor,GRADF,0.7023,0.0,0.7023,0.7023,1.0,trimmed_mean,0.76468
0.05,low_mag_backdoor,Oracle (decoupled),0.8477,0.0,0.8477,0.8477,1.0,trimmed_mean,0.76468
0.05,low_mag_backdoor,Random,0.8283999999999999,0.0,0.8283999999999999,0.8283999999999999,1.0,trimmed_mean,0.76468
0.05,sign_flipping,AdaAggRL,0.5772,0.0,0.5772,0.5772,1.0,fltrust,0.6482699999999999
0.05,sign_flipping,FedStrategist,0.5534,0.0,0.5534,0.5534,1.0,fltrust,0.6482699999999999
0.05,sign_flipping,GRADF,0.7451000000000001,0.0,0.7451000000000001,0.7451000000000001,1.0,fltrust,0.6482699999999999
0.05,sign_flipping,Oracle (decoupled),0.6393,0.0,0.6393,0.6393,1.0,fltrust,0.6482699999999999
0.05,sign_flipping,Random,0.5454000000000001,0.0,0.5454000000000001,0.5454000000000001,1.0,fltrust,0.6482699999999999
0.05,trim_attack,AdaAggRL,0.8019999999999999,0.0,0.8019999999999999,0.8019999999999999,1.0,fltrust,0.6490400000000001
0.05,trim_attack,FedStrategist,0.6093999999999999,0.0,0.6093999999999999,0.6093999999999999,1.0,fltrust,0.6490400000000001
0.05,trim_attack,GRADF,0.6294,0.0,0.6294,0.6294,1.0,fltrust,0.6490400000000001
0.05,trim_attack,Oracle (decoupled),0.5121,0.0,0.5121,0.5121,1.0,fltrust,0.6490400000000001
0.05,trim_attack,Random,0.6738,0.0,0.6738,0.6738,1.0,fltrust,0.6490400000000001
