alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n
0.05,fltrust_aligned,AdaAggRL,0.7579,0.0,0.7579,0.7579,1.0
0.05,fltrust_aligned,FedStrategist,0.744,0.0,0.744,0.744,1.0
0.05,fltrust_aligned,GRADF,0.7638999999999999,0.0,0.7638999999999999,0.7638999999999999,1.0
0.05,fltrust_aligned,Oracle (decoupled),0.772,0.0,0.772,0.772,1.0
0.05,fltrust_aligned,Random,0.6905,0.0,0.6905,0.6905,1.0
0.05,gaussian_noise,AdaAggRL,0.8048,0.0,0.8048,0.8048,1.0
0.05,gaussian_noise,FedStrategist,0.43019999999999997,0.0,0.43019999999999997,0.43019999999999997,1.0
0.05,gaussian_noise,GRADF,0.28579999999999994,0.0,0.28579999999999994,0.28579999999999994,1.0
0.05,gaussian_noise,Oracle (decoupled),0.7571000000000001,0.0,0.7571000000000001,0.7571000000000001,1.0
0.05,gaussian_noise,Random,0.7304999999999999,0.0,0.7304999999999999,0.7304999999999999,1.0
0.05,krum_collusion,AdaAggRL,0.8046,0.0,0.8046,0.8046,1.0
0.05,krum_collusion,FedStrategist,0.4447,0.0,0.4447,0.4447,1.0
0.05,krum_collusion,GRADF,0.582,0.0,0.582,0.582,1.0
0.05,krum_collusion,Oracle (decoupled),0.7083999999999999,0.0,0.7083999999999999,0.7083999999999999,1.0
0.05,krum_collusion,Random,0.5904999999999999,0.0,0.5904999999999999,0.5904999999999999,1.0
0.05,label_flipping,AdaAggRL,0.7628999999999999,0.0,0.7628999999999999,0.7628999999999999,1.0
0.05,label_flipping,FedStrategist,0.43739999999999996,0.0,0.43739999999999996,0.43739999999999996,1.0
0.05,label_flipping,GRADF,0.031400000000000004,0.0,0.031400000000000004,0.031400000000000004,1.0
0.05,label_flipping,Oracle (decoupled),0.6673,0.0,0.6673,0.6673,1.0
0.05,label_flipping,Random,0.6773,0.0,0.6773,0.6773,1.0
0.05,low_mag_backdoor,AdaAggRL,0.7404999999999999,0.0,0.7404999999999999,0.7404999999999999,1.0
0.05,low_mag_backdoor,FedStrategist,0.7187999999999999,0.0,0.7187999999999999,0.7187999999999999,1.0
0.05,low_mag_backdoor,GRADF,0.8554,0.0,0.8554,0.8554,1.0
0.05,low_mag_backdoor,Oracle (decoupled),0.8509,0.0,0.8509,0.8509,1.0
0.05,low_mag_backdoor,Random,0.8311999999999999,0.0,0.8311999999999999,0.8311999999999999,1.0
0.05,sign_flipping,AdaAggRL,0.7652,0.0,0.7652,0.7652,1.0
0.05,sign_flipping,FedStrategist,0.5538000000000001,0.0,0.5538000000000001,0.5538000000000001,1.0
0.05,sign_flipping,GRADF,0.7177,0.0,0.7177,0.7177,1.0
0.05,sign_flipping,Oracle (decoupled),0.6351,0.0,0.6351,0.6351,1.0
0.05,sign_flipping,Random,0.5605999999999999,0.0,0.5605999999999999,0.5605999999999999,1.0
0.05,trim_attack,AdaAggRL,0.812,0.0,0.812,0.812,1.0
0.05,trim_attack,FedStrategist,0.603,0.0,0.603,0.603,1.0
0.05,trim_attack,GRADF,0.5582,0.0,0.5582,0.5582,1.0
0.05,trim_attack,Oracle (decoupled),0.5715999999999999,0.0,0.5715999999999999,0.5715999999999999,1.0
0.05,trim_attack,Random,0.6171,0.0,0.6171,0.6171,1.0
0.1,fltrust_aligned,AdaAggRL,0.7997,0.0,0.7997,0.7997,1.0
0.1,fltrust_aligned,FedStrategist,0.7516999999999999,0.0,0.7516999999999999,0.7516999999999999,1.0
0.1,fltrust_aligned,GRADF,0.6053999999999999,0.0,0.6053999999999999,0.6053999999999999,1.0
0.1,fltrust_aligned,Oracle (decoupled),0.7827000000000002,0.0,0.7827000000000002,0.7827000000000002,1.0
0.1,fltrust_aligned,Random,0.8077,0.0,0.8077,0.8077,1.0
0.1,gaussian_noise,AdaAggRL,0.8423999999999999,0.0,0.8423999999999999,0.8423999999999999,1.0
0.1,gaussian_noise,FedStrategist,0.6144999999999998,0.0,0.6144999999999998,0.6144999999999998,1.0
0.1,gaussian_noise,GRADF,0.7400999999999998,0.0,0.7400999999999998,0.7400999999999998,1.0
0.1,gaussian_noise,Oracle (decoupled),0.7826000000000001,0.0,0.7826000000000001,0.7826000000000001,1.0
0.1,gaussian_noise,Random,0.7636000000000001,0.0,0.7636000000000001,0.7636000000000001,1.0
0.1,krum_collusion,AdaAggRL,0.8398,0.0,0.8398,0.8398,1.0
