alpha,attack_type,system,variant,accuracy,seed
0.5,fltrust_aligned,Random,n/a,0.8869,47
0.5,fltrust_aligned,Oracle (decoupled),n/a,0.8794000000000001,47
0.5,fltrust_aligned,GRADF,shared (own),0.8905000000000001,47
0.5,fltrust_aligned,FedStrategist,b,0.883,47
0.5,fltrust_aligned,AdaAggRL,own (gradient-inversion),0.882,47
0.5,trim_attack,Random,n/a,0.8198000000000001,47
0.5,trim_attack,Oracle (decoupled),n/a,0.8404999999999999,47
0.5,trim_attack,GRADF,shared (own),0.8637,47
0.5,trim_attack,FedStrategist,b,0.8573000000000001,47
0.5,trim_attack,AdaAggRL,own (gradient-inversion),0.8964000000000001,47
0.5,krum_collusion,Random,n/a,0.8782,47
0.5,krum_collusion,Oracle (decoupled),n/a,0.8696999999999999,47
0.5,krum_collusion,GRADF,shared (own),0.8680999999999999,47
0.5,krum_collusion,FedStrategist,b,0.8687000000000001,47
0.5,krum_collusion,AdaAggRL,own (gradient-inversion),0.8928,47
0.5,low_mag_backdoor,Random,n/a,0.9005000000000001,47
0.5,low_mag_backdoor,Oracle (decoupled),n/a,0.9044000000000001,47
0.5,low_mag_backdoor,GRADF,shared (own),0.9010999999999999,47
0.5,low_mag_backdoor,FedStrategist,b,0.9016,47
0.5,low_mag_backdoor,AdaAggRL,own (gradient-inversion),0.8341,47
0.5,sign_flipping,Random,n/a,0.8323,47
0.5,sign_flipping,Oracle (decoupled),n/a,0.8878999999999999,47
0.5,sign_flipping,GRADF,shared (own),0.7887000000000001,47
0.5,sign_flipping,FedStrategist,b,0.8020000000000002,47
0.5,sign_flipping,AdaAggRL,own (gradient-inversion),0.8907999999999999,47
0.5,gaussian_noise,Random,n/a,0.8934000000000001,47
0.5,gaussian_noise,Oracle (decoupled),n/a,0.8954000000000001,47
0.5,gaussian_noise,GRADF,shared (own),0.8956999999999999,47
0.5,gaussian_noise,FedStrategist,b,0.8062000000000001,47
0.5,gaussian_noise,AdaAggRL,own (gradient-inversion),0.8968,47
0.5,label_flipping,Random,n/a,0.8535,47
0.5,label_flipping,Oracle (decoupled),n/a,0.8975,47
0.5,label_flipping,GRADF,shared (own),0.8573999999999999,47
0.5,label_flipping,FedStrategist,b,0.8761000000000001,47
0.5,label_flipping,AdaAggRL,own (gradient-inversion),0.5932000000000001,47
0.1,fltrust_aligned,Random,n/a,0.8093,47
0.1,fltrust_aligned,Oracle (decoupled),n/a,0.7893000000000001,47
0.1,fltrust_aligned,GRADF,shared (own),0.7828999999999999,47
0.1,fltrust_aligned,FedStrategist,b,0.7817999999999999,47
0.1,fltrust_aligned,AdaAggRL,own (gradient-inversion),0.6335,47
0.1,trim_attack,Random,n/a,0.6023999999999999,47
0.1,trim_attack,Oracle (decoupled),n/a,0.5025,47
0.1,trim_attack,GRADF,shared (own),0.19140000000000001,47
0.1,trim_attack,FedStrategist,b,0.4680999999999999,47
0.1,trim_attack,AdaAggRL,own (gradient-inversion),0.8289,47
0.1,krum_collusion,Random,n/a,0.6861,47
0.1,krum_collusion,Oracle (decoupled),n/a,0.7287999999999999,47
0.1,krum_collusion,GRADF,shared (own),0.5222,47
0.1,krum_collusion,FedStrategist,b,0.6423,47
0.1,krum_collusion,AdaAggRL,own (gradient-inversion),0.8337999999999999,47
0.1,low_mag_backdoor,Random,n/a,0.8713999999999998,47
0.1,low_mag_backdoor,Oracle (decoupled),n/a,0.8474,47
0.1,low_mag_backdoor,GRADF,shared (own),0.8644000000000001,47
0.1,low_mag_backdoor,FedStrategist,b,0.8541000000000001,47
0.1,low_mag_backdoor,AdaAggRL,own (gradient-inversion),0.7577,47
0.1,sign_flipping,Random,n/a,0.5945,47
0.1,sign_flipping,Oracle (decoupled),n/a,0.7114,47
0.1,sign_flipping,GRADF,shared (own),0.46840000000000004,47
0.1,sign_flipping,FedStrategist,b,0.6138999999999999,47
0.1,sign_flipping,AdaAggRL,own (gradient-inversion),0.7888000000000002,47
0.1,gaussian_noise,Random,n/a,0.7913,47
0.1,gaussian_noise,Oracle (decoupled),n/a,0.7945,47
0.1,gaussian_noise,GRADF,shared (own),0.187,47
0.1,gaussian_noise,FedStrategist,b,0.6399,47
0.1,gaussian_noise,AdaAggRL,own (gradient-inversion),0.8389999999999999,47
0.1,label_flipping,Random,n/a,0.7476,47
0.1,label_flipping,Oracle (decoupled),n/a,0.7559,47
0.1,label_flipping,GRADF,shared (own),0.7471,47
