alpha,attack_type,strategy,accuracy,seed
0.1,low_mag_backdoor,trimmed_mean,0.8312999999999999,44
0.1,low_mag_backdoor,krum,0.5412000000000001,44
0.1,sign_flipping,median,0.4201,44
0.1,sign_flipping,trimmed_mean,0.4383,44
0.1,sign_flipping,krum,0.1939,44
0.1,gaussian_noise,median,0.6332000000000001,44
0.1,gaussian_noise,trimmed_mean,0.8091000000000002,44
0.1,gaussian_noise,krum,0.1943,44
0.1,label_flipping,median,0.5276,44
0.1,label_flipping,trimmed_mean,0.5911,44
0.1,label_flipping,krum,0.1937,44
0.05,fltrust_aligned,median,0.6773,44
0.05,fltrust_aligned,trimmed_mean,0.8480999999999999,44
0.05,fltrust_aligned,krum,0.8964000000000001,44
0.05,trim_attack,median,0.3719,44
0.05,trim_attack,trimmed_mean,0.4159,44
0.05,trim_attack,krum,0.3102,44
0.05,krum_collusion,median,0.4544,44
0.05,krum_collusion,trimmed_mean,0.4716999999999999,44
0.05,krum_collusion,krum,0.3098999999999999,44
0.05,low_mag_backdoor,median,0.6133,44
0.05,low_mag_backdoor,trimmed_mean,0.7651000000000001,44
0.05,low_mag_backdoor,krum,0.3281,44
0.05,sign_flipping,median,0.4585000000000001,44
0.05,sign_flipping,trimmed_mean,0.508,44
0.05,sign_flipping,krum,0.098,44
0.05,gaussian_noise,median,0.5667000000000001,44
0.05,gaussian_noise,trimmed_mean,0.7321,44
0.05,gaussian_noise,krum,0.3097999999999999,44
0.05,label_flipping,median,0.563,44
0.05,label_flipping,trimmed_mean,0.595,44
0.05,label_flipping,krum,0.0177,44
0.5,fltrust_aligned,fltrust,0.7891,42
0.5,trim_attack,fltrust,0.7923,42
0.5,krum_collusion,fltrust,0.794,42
0.5,low_mag_backdoor,fltrust,0.8115,42
0.5,sign_flipping,fltrust,0.7935999999999999,42
0.5,gaussian_noise,fltrust,0.791,42
0.5,label_flipping,fltrust,0.7923,42
0.1,fltrust_aligned,fltrust,0.6839999999999999,42
0.1,trim_attack,fltrust,0.5926,42
0.1,krum_collusion,fltrust,0.598,42
0.1,low_mag_backdoor,fltrust,0.7474000000000001,42
0.1,sign_flipping,fltrust,0.6082000000000001,42
0.1,gaussian_noise,fltrust,0.5966,42
0.1,label_flipping,fltrust,0.5926999999999999,42
0.05,fltrust_aligned,fltrust,0.6978,42
0.05,trim_attack,fltrust,0.6155999999999999,42
0.05,krum_collusion,fltrust,0.6115,42
0.05,low_mag_backdoor,fltrust,0.6923,42
0.05,sign_flipping,fltrust,0.6059999999999999,42
0.05,gaussian_noise,fltrust,0.6107,42
0.05,label_flipping,fltrust,0.6001,42
0.5,fltrust_aligned,fltrust,0.8205,43
0.5,trim_attack,fltrust,0.8069,43
0.5,krum_collusion,fltrust,0.8061999999999999,43
0.5,low_mag_backdoor,fltrust,0.8334999999999999,43
0.5,sign_flipping,fltrust,0.8068000000000002,43
0.5,gaussian_noise,fltrust,0.8052999999999999,43
0.5,label_flipping,fltrust,0.8073,43
0.1,fltrust_aligned,fltrust,0.7482,43
0.1,trim_attack,fltrust,0.6277,43
0.1,krum_collusion,fltrust,0.6339,43
0.1,low_mag_backdoor,fltrust,0.7775000000000001,43
0.1,sign_flipping,fltrust,0.6298999999999999,43
0.1,gaussian_noise,fltrust,0.6218,43
0.1,label_flipping,fltrust,0.6302000000000001,43
0.05,fltrust_aligned,fltrust,0.6658000000000001,43
0.05,trim_attack,fltrust,0.6703000000000001,43
0.05,krum_collusion,fltrust,0.6523000000000001,43
0.05,low_mag_backdoor,fltrust,0.7394999999999999,43
0.05,sign_flipping,fltrust,0.6557000000000001,43
0.05,gaussian_noise,fltrust,0.6509,43
0.05,label_flipping,fltrust,0.6365000000000001,43
0.5,fltrust_aligned,fltrust,0.8408,44
0.5,trim_attack,fltrust,0.8059,44
0.5,krum_collusion,fltrust,0.8068,44
0.5,low_mag_backdoor,fltrust,0.8357999999999999,44
0.5,sign_flipping,fltrust,0.806,44
0.5,gaussian_noise,fltrust,0.807,44
0.5,label_flipping,fltrust,0.8066000000000001,44
0.1,fltrust_aligned,fltrust,0.7836000000000001,44
0.1,trim_attack,fltrust,0.6103999999999999,44
0.1,krum_collusion,fltrust,0.6083000000000001,44
0.1,low_mag_backdoor,fltrust,0.77,44
0.1,sign_flipping,fltrust,0.6020999999999999,44
0.1,gaussian_noise,fltrust,0.5992,44
0.1,label_flipping,fltrust,0.6077999999999999,44
0.05,fltrust_aligned,fltrust,0.7476,44
0.05,trim_attack,fltrust,0.6557000000000001,44
0.05,krum_collusion,fltrust,0.6507000000000001,44
0.05,low_mag_backdoor,fltrust,0.7661999999999999,44
0.05,sign_flipping,fltrust,0.6804,44
0.05,gaussian_noise,fltrust,0.6822999999999999,44
0.05,label_flipping,fltrust,0.6918,44
0.5,fltrust_aligned,fltrust,0.8341000000000001,45
0.5,trim_attack,fltrust,0.8088000000000001,45
0.5,krum_collusion,fltrust,0.8085000000000001,45
0.5,low_mag_backdoor,fltrust,0.8413,45
0.5,sign_flipping,fltrust,0.8052000000000001,45
0.5,gaussian_noise,fltrust,0.8075000000000001,45
0.5,label_flipping,fltrust,0.8083,45
0.1,fltrust_aligned,fltrust,0.7241,45
0.1,trim_attack,fltrust,0.6511,45
0.1,krum_collusion,fltrust,0.6635000000000001,45
0.1,low_mag_backdoor,fltrust,0.7668000000000001,45
0.1,sign_flipping,fltrust,0.6701,45
0.1,gaussian_noise,fltrust,0.6456000000000002,45
0.1,label_flipping,fltrust,0.6625,45
0.05,fltrust_aligned,fltrust,0.7639,45
0.05,trim_attack,fltrust,0.6711,45
0.05,krum_collusion,fltrust,0.6390999999999999,45
0.05,low_mag_backdoor,fltrust,0.7826000000000001,45
0.05,sign_flipping,fltrust,0.6518,45
0.05,gaussian_noise,fltrust,0.6692,45
0.05,label_flipping,fltrust,0.6334,45
0.5,fltrust_aligned,fltrust,0.7998,46
0.5,trim_attack,fltrust,0.7923,46
0.5,krum_collusion,fltrust,0.7912000000000001,46
0.5,low_mag_backdoor,fltrust,0.8247,46
0.5,sign_flipping,fltrust,0.7933,46
0.5,gaussian_noise,fltrust,0.7912,46
0.5,label_flipping,fltrust,0.7939,46
0.1,fltrust_aligned,fltrust,0.6947,46
0.1,trim_attack,fltrust,0.5683,46
0.1,krum_collusion,fltrust,0.5738,46
0.1,low_mag_backdoor,fltrust,0.7205,46
0.1,sign_flipping,fltrust,0.5444000000000001,46
0.1,gaussian_noise,fltrust,0.5362,46
0.1,label_flipping,fltrust,0.5751999999999999,46
0.05,fltrust_aligned,fltrust,0.7445000000000002,46
0.05,trim_attack,fltrust,0.6623,46
0.05,krum_collusion,fltrust,0.6529,46
0.05,low_mag_backdoor,fltrust,0.7668,46
0.05,sign_flipping,fltrust,0.6682,46
0.05,gaussian_noise,fltrust,0.6738999999999999,46
0.05,label_flipping,fltrust,0.6657,46
0.5,fltrust_aligned,fltrust,0.8208,47
0.5,trim_attack,fltrust,0.8031,47
0.5,krum_collusion,fltrust,0.8029999999999999,47
0.5,low_mag_backdoor,fltrust,0.8279,47
0.5,sign_flipping,fltrust,0.8023999999999999,47
0.5,gaussian_noise,fltrust,0.8022,47
0.5,label_flipping,fltrust,0.8026,47
0.1,fltrust_aligned,fltrust,0.7577,47
0.1,trim_attack,fltrust,0.6534000000000001,47
0.1,krum_collusion,fltrust,0.6547000000000002,47
0.1,low_mag_backdoor,fltrust,0.748,47
0.1,sign_flipping,fltrust,0.6524,47
0.1,gaussian_noise,fltrust,0.6423,47
0.1,label_flipping,fltrust,0.6492,47
0.05,fltrust_aligned,fltrust,0.6917000000000001,47
0.05,trim_attack,fltrust,0.6514,47
0.05,krum_collusion,fltrust,0.6463,47
0.05,low_mag_backdoor,fltrust,0.6860999999999999,47
0.05,sign_flipping,fltrust,0.6607000000000001,47
0.05,gaussian_noise,fltrust,0.6484,47
0.05,label_flipping,fltrust,0.6477999999999999,47
0.5,fltrust_aligned,fltrust,0.8202999999999999,48
0.5,trim_attack,fltrust,0.8054,48
0.5,krum_collusion,fltrust,0.8019000000000001,48
0.5,low_mag_backdoor,fltrust,0.8289,48
0.5,sign_flipping,fltrust,0.8039,48
0.5,gaussian_noise,fltrust,0.8015000000000001,48
0.5,label_flipping,fltrust,0.8055999999999999,48
0.1,fltrust_aligned,fltrust,0.7147999999999999,48
0.1,trim_attack,fltrust,0.6458,48
0.1,krum_collusion,fltrust,0.6359,48
0.1,low_mag_backdoor,fltrust,0.7715000000000001,48
0.1,sign_flipping,fltrust,0.645,48
0.1,gaussian_noise,fltrust,0.6326,48
0.1,label_flipping,fltrust,0.6355999999999999,48
0.05,fltrust_aligned,fltrust,0.777,48
0.05,trim_attack,fltrust,0.6239999999999999,48
0.05,krum_collusion,fltrust,0.6027,48
0.05,low_mag_backdoor,fltrust,0.7270999999999999,48
0.05,sign_flipping,fltrust,0.6378,48
0.05,gaussian_noise,fltrust,0.5907,48
0.05,label_flipping,fltrust,0.5993999999999999,48
0.5,fltrust_aligned,fltrust,0.8055,49
0.5,trim_attack,fltrust,0.7981,49
0.5,krum_collusion,fltrust,0.804,49
0.5,low_mag_backdoor,fltrust,0.8301999999999999,49
0.5,sign_flipping,fltrust,0.8020999999999999,49
0.5,gaussian_noise,fltrust,0.8036000000000001,49
0.5,label_flipping,fltrust,0.8013999999999999,49
0.1,fltrust_aligned,fltrust,0.689,49
0.1,trim_attack,fltrust,0.628,49
0.1,krum_collusion,fltrust,0.6199999999999999,49
0.1,low_mag_backdoor,fltrust,0.7481000000000001,49
0.1,sign_flipping,fltrust,0.6166999999999999,49
0.1,gaussian_noise,fltrust,0.6285000000000001,49
0.1,label_flipping,fltrust,0.6228999999999999,49
0.05,fltrust_aligned,fltrust,0.764,49
0.05,trim_attack,fltrust,0.6917,49
0.05,krum_collusion,fltrust,0.6910999999999999,49
0.05,low_mag_backdoor,fltrust,0.7152999999999999,49
0.05,sign_flipping,fltrust,0.6842,49
0.05,gaussian_noise,fltrust,0.6824000000000001,49
0.05,label_flipping,fltrust,0.6888000000000001,49
0.5,fltrust_aligned,fltrust,0.797,50
0.5,trim_attack,fltrust,0.7867000000000001,50
0.5,krum_collusion,fltrust,0.7866000000000001,50
0.5,low_mag_backdoor,fltrust,0.8191,50
0.5,sign_flipping,fltrust,0.7875000000000001,50
0.5,gaussian_noise,fltrust,0.7899,50
0.5,label_flipping,fltrust,0.7886000000000001,50
0.1,fltrust_aligned,fltrust,0.7704,50
0.1,trim_attack,fltrust,0.6395,50
0.1,krum_collusion,fltrust,0.6469000000000001,50
0.1,low_mag_backdoor,fltrust,0.7819,50
0.1,sign_flipping,fltrust,0.6448,50
0.1,gaussian_noise,fltrust,0.6466999999999999,50
0.1,label_flipping,fltrust,0.6421,50
0.05,fltrust_aligned,fltrust,0.6913,50
0.05,trim_attack,fltrust,0.6409,50
0.05,krum_collusion,fltrust,0.646,50
0.05,low_mag_backdoor,fltrust,0.6417999999999999,50
0.05,sign_flipping,fltrust,0.6402,50
0.05,gaussian_noise,fltrust,0.6505000000000001,50
0.05,label_flipping,fltrust,0.6468999999999999,50
0.5,fltrust_aligned,fltrust,0.8299,51
0.5,trim_attack,fltrust,0.7986000000000001,51
0.5,krum_collusion,fltrust,0.8014999999999999,51
0.5,low_mag_backdoor,fltrust,0.8311,51
0.5,sign_flipping,fltrust,0.7975,51
0.5,gaussian_noise,fltrust,0.7998000000000001,51
0.5,label_flipping,fltrust,0.8,51
0.1,fltrust_aligned,fltrust,0.6768,51
0.1,trim_attack,fltrust,0.6119,51
0.1,krum_collusion,fltrust,0.6164,51
0.1,low_mag_backdoor,fltrust,0.7503,51
0.1,sign_flipping,fltrust,0.6141,51
0.1,gaussian_noise,fltrust,0.6199,51
0.1,label_flipping,fltrust,0.6195,51
0.05,fltrust_aligned,fltrust,0.6947,51
0.05,trim_attack,fltrust,0.6073999999999999,51
0.05,krum_collusion,fltrust,0.6064,51
0.05,low_mag_backdoor,fltrust,0.62,51
0.05,sign_flipping,fltrust,0.5977,51
0.05,gaussian_noise,fltrust,0.5952,51
0.05,label_flipping,fltrust,0.5891,51
