alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n,best_fixed_rule,best_fixed_rule_accuracy
0.05,fltrust_aligned,FedStrategist,0.735,0.0,0.735,0.735,1.0,krum,0.89598
0.05,gaussian_noise,FedStrategist,0.49990000000000007,0.0,0.49990000000000007,0.49990000000000007,1.0,trimmed_mean,0.73821
0.05,krum_collusion,FedStrategist,0.6834,0.0,0.6834,0.6834,1.0,fltrust,0.6399
0.05,label_flipping,FedStrategist,0.6712,0.0,0.6712,0.6712,1.0,fltrust,0.63995
0.05,low_mag_backdoor,FedStrategist,0.8360999999999998,0.0,0.8360999999999998,0.8360999999999998,1.0,trimmed_mean,0.76468
0.05,sign_flipping,FedStrategist,0.49860000000000004,0.0,0.49860000000000004,0.49860000000000004,1.0,fltrust,0.6482699999999999
0.05,trim_attack,FedStrategist,0.6014999999999999,0.0,0.6014999999999999,0.6014999999999999,1.0,fltrust,0.6490400000000001
0.1,fltrust_aligned,FedStrategist,0.7972,0.0,0.7972,0.7972,1.0,krum,0.89445
0.1,gaussian_noise,FedStrategist,0.6081999999999999,0.0,0.6081999999999999,0.6081999999999999,1.0,trimmed_mean,0.8051900000000002
0.1,krum_collusion,FedStrategist,0.6468,0.0,0.6468,0.6468,1.0,fltrust,0.62514
0.1,label_flipping,FedStrategist,0.7436,0.0,0.7436,0.7436,1.0,fltrust,0.62377
0.1,low_mag_backdoor,FedStrategist,0.8539,0.0,0.8539,0.8539,1.0,trimmed_mean,0.8310599999999999
0.1,sign_flipping,FedStrategist,0.6051,0.0,0.6051,0.6051,1.0,fltrust,0.6227699999999999
0.1,trim_attack,FedStrategist,0.4678000000000001,0.0,0.4678000000000001,0.4678000000000001,1.0,fltrust,0.62287
0.5,fltrust_aligned,FedStrategist,0.8823000000000001,0.0,0.8823000000000001,0.8823000000000001,1.0,median,0.89978
0.5,gaussian_noise,FedStrategist,0.8070999999999999,0.0,0.8070999999999999,0.8070999999999999,1.0,trimmed_mean,0.89474
0.5,krum_collusion,FedStrategist,0.8772,0.0,0.8772,0.8772,1.0,krum,0.88238
0.5,label_flipping,FedStrategist,0.8763,0.0,0.8763,0.8763,1.0,trimmed_mean,0.88595
0.5,low_mag_backdoor,FedStrategist,0.9027000000000001,0.0,0.9027000000000001,0.9027000000000001,1.0,trimmed_mean,0.8985899999999999
0.5,sign_flipping,FedStrategist,0.8055999999999999,0.0,0.8055999999999999,0.8055999999999999,1.0,krum,0.8844100000000001
0.5,trim_attack,FedStrategist,0.8751,0.0,0.8751,0.8751,1.0,trimmed_mean,0.86913
