alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n
0.05,fltrust_aligned,Discrete+AdaAggRL-detector,0.7563,0.0,0.7563,0.7563,1.0
0.05,gaussian_noise,Discrete+AdaAggRL-detector,0.4746,0.0,0.4746,0.4746,1.0
0.05,krum_collusion,Discrete+AdaAggRL-detector,0.6796000000000001,0.0,0.6796000000000001,0.6796000000000001,1.0
0.05,label_flipping,Discrete+AdaAggRL-detector,0.4363,0.0,0.4363,0.4363,1.0
0.05,low_mag_backdoor,Discrete+AdaAggRL-detector,0.7167,0.0,0.7167,0.7167,1.0
0.05,sign_flipping,Discrete+AdaAggRL-detector,0.5565000000000001,0.0,0.5565000000000001,0.5565000000000001,1.0
0.05,trim_attack,Discrete+AdaAggRL-detector,0.6110000000000001,0.0,0.6110000000000001,0.6110000000000001,1.0
0.1,fltrust_aligned,Discrete+AdaAggRL-detector,0.7533,0.0,0.7533,0.7533,1.0
0.1,gaussian_noise,Discrete+AdaAggRL-detector,0.6265000000000001,0.0,0.6265000000000001,0.6265000000000001,1.0
0.1,krum_collusion,Discrete+AdaAggRL-detector,0.6439,0.0,0.6439,0.6439,1.0
0.1,label_flipping,Discrete+AdaAggRL-detector,0.7391,0.0,0.7391,0.7391,1.0
0.1,low_mag_backdoor,Discrete+AdaAggRL-detector,0.8538,0.0,0.8538,0.8538,1.0
0.1,sign_flipping,Discrete+AdaAggRL-detector,0.6113999999999999,0.0,0.6113999999999999,0.6113999999999999,1.0
0.1,trim_attack,Discrete+AdaAggRL-detector,0.46579999999999994,0.0,0.46579999999999994,0.46579999999999994,1.0
0.5,fltrust_aligned,Discrete+AdaAggRL-detector,0.8863,0.0,0.8863,0.8863,1.0
0.5,gaussian_noise,Discrete+AdaAggRL-detector,0.8017000000000001,0.0,0.8017000000000001,0.8017000000000001,1.0
0.5,krum_collusion,Discrete+AdaAggRL-detector,0.8831,0.0,0.8831,0.8831,1.0
0.5,label_flipping,Discrete+AdaAggRL-detector,0.8787,0.0,0.8787,0.8787,1.0
0.5,low_mag_backdoor,Discrete+AdaAggRL-detector,0.9010999999999999,0.0,0.9010999999999999,0.9010999999999999,1.0
0.5,sign_flipping,Discrete+AdaAggRL-detector,0.8276999999999999,0.0,0.8276999999999999,0.8276999999999999,1.0
0.5,trim_attack,Discrete+AdaAggRL-detector,0.8749,0.0,0.8749,0.8749,1.0
