alpha,attack_type,system,accuracy_mean,accuracy_std,ci95_low,ci95_high,n
0.05,fltrust_aligned,AdaAggRL,0.5102,0.0,0.5102,0.5102,1.0
0.05,fltrust_aligned,FedStrategist,0.7482,0.0,0.7482,0.7482,1.0
0.05,fltrust_aligned,GRADF,0.7624,0.0,0.7624,0.7624,1.0
0.05,fltrust_aligned,Oracle (decoupled),0.7663,0.0,0.7663,0.7663,1.0
0.05,fltrust_aligned,Random,0.7480999999999999,0.0,0.7480999999999999,0.7480999999999999,1.0
0.05,gaussian_noise,AdaAggRL,0.8051,0.0,0.8051,0.8051,1.0
0.05,gaussian_noise,FedStrategist,0.566,0.0,0.566,0.566,1.0
0.05,gaussian_noise,GRADF,0.7693000000000001,0.0,0.7693000000000001,0.7693000000000001,1.0
0.05,gaussian_noise,Oracle (decoupled),0.7565999999999999,0.0,0.7565999999999999,0.7565999999999999,1.0
0.05,gaussian_noise,Random,0.6784,0.0,0.6784,0.6784,1.0
0.05,krum_collusion,AdaAggRL,0.8067,0.0,0.8067,0.8067,1.0
0.05,krum_collusion,FedStrategist,0.6822000000000001,0.0,0.6822000000000001,0.6822000000000001,1.0
0.05,krum_collusion,GRADF,0.5824999999999999,0.0,0.5824999999999999,0.5824999999999999,1.0
0.05,krum_collusion,Oracle (decoupled),0.7083999999999999,0.0,0.7083999999999999,0.7083999999999999,1.0
0.05,krum_collusion,Random,0.5639000000000001,0.0,0.5639000000000001,0.5639000000000001,1.0
0.05,label_flipping,AdaAggRL,0.5108,0.0,0.5108,0.5108,1.0
0.05,label_flipping,FedStrategist,0.7018000000000001,0.0,0.7018000000000001,0.7018000000000001,1.0
0.05,label_flipping,GRADF,0.4971,0.0,0.4971,0.4971,1.0
0.05,label_flipping,Oracle (decoupled),0.6565000000000001,0.0,0.6565000000000001,0.6565000000000001,1.0
0.05,label_flipping,Random,0.6373,0.0,0.6373,0.6373,1.0
0.05,low_mag_backdoor,AdaAggRL,0.8320000000000001,0.0,0.8320000000000001,0.8320000000000001,1.0
0.05,low_mag_backdoor,FedStrategist,0.7213,0.0,0.7213,0.7213,1.0
0.05,low_mag_backdoor,GRADF,0.8525,0.0,0.8525,0.8525,1.0
0.05,low_mag_backdoor,Oracle (decoupled),0.8526,0.0,0.8526,0.8526,1.0
0.05,low_mag_backdoor,Random,0.8614,0.0,0.8614,0.8614,1.0
0.05,sign_flipping,AdaAggRL,0.6965,0.0,0.6965,0.6965,1.0
0.05,sign_flipping,FedStrategist,0.5496,0.0,0.5496,0.5496,1.0
0.05,sign_flipping,GRADF,0.7491,0.0,0.7491,0.7491,1.0
0.05,sign_flipping,Oracle (decoupled),0.6368,0.0,0.6368,0.6368,1.0
0.05,sign_flipping,Random,0.6247,0.0,0.6247,0.6247,1.0
0.05,trim_attack,AdaAggRL,0.7773,0.0,0.7773,0.7773,1.0
0.05,trim_attack,FedStrategist,0.5452,0.0,0.5452,0.5452,1.0
0.05,trim_attack,GRADF,0.5721,0.0,0.5721,0.5721,1.0
0.05,trim_attack,Oracle (decoupled),0.5725999999999999,0.0,0.5725999999999999,0.5725999999999999,1.0
0.05,trim_attack,Random,0.6961999999999999,0.0,0.6961999999999999,0.6961999999999999,1.0
0.1,fltrust_aligned,AdaAggRL,0.7158999999999999,0.0,0.7158999999999999,0.7158999999999999,1.0
0.1,fltrust_aligned,FedStrategist,0.7493,0.0,0.7493,0.7493,1.0
0.1,fltrust_aligned,GRADF,0.7804000000000001,0.0,0.7804000000000001,0.7804000000000001,1.0
0.1,fltrust_aligned,Oracle (decoupled),0.7919999999999999,0.0,0.7919999999999999,0.7919999999999999,1.0
0.1,fltrust_aligned,Random,0.7975000000000001,0.0,0.7975000000000001,0.7975000000000001,1.0
0.1,gaussian_noise,AdaAggRL,0.8408,0.0,0.8408,0.8408,1.0
0.1,gaussian_noise,FedStrategist,0.6212,0.0,0.6212,0.6212,1.0
0.1,gaussian_noise,GRADF,0.7881,0.0,0.7881,0.7881,1.0
0.1,gaussian_noise,Oracle (decoupled),0.7857000000000001,0.0,0.7857000000000001,0.7857000000000001,1.0
0.1,gaussian_noise,Random,0.7806,0.0,0.7806,0.7806,1.0
0.1,krum_collusion,AdaAggRL,0.837,0.0,0.837,0.837,1.0
